Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
TENSHOU GAKUEN GEKKOUROKU,PS2,2006,Adventure,Asmik Ace Entertainment,,,40000.0,,40000
TERMINATOR 3 RISE OF THE MACHINES,PS2,2003,Action,Atari,280000.0,220000.0,,70000.0,580000
TERMINATOR 3 THE REDEMPTION,PS2,2004,Shooter,Atari,80000.0,60000.0,,20000.0,170000
TEST DRIVE,PS2,2002,Racing,Atari,950000.0,210000.0,10000.0,180000.0,1340000
TEST DRIVE EVE OF DESTRUCTION,PS2,2004,Racing,Atari,110000.0,90000.0,,30000.0,230000
TETRIS WORLDS,PS2,2002,Puzzle,THQ,1110000.0,710000.0,,270000.0,2080000
THE ADVENTURES OF COOKIE  CREAM,PS2,2000,Puzzle,Empire Interactive,90000.0,70000.0,,20000.0,180000
THE ADVENTURES OF DARWIN,PS2,2006,Strategy,Essential Games,10000.0,,30000.0,,40000
THE ADVENTURES OF JIMMY NEUTRON BOY GENIUS ATTACK OF THE TWONKIES,PS2,2004,Action,THQ,240000.0,190000.0,,60000.0,500000
THE ADVENTURES OF JIMMY NEUTRON BOY GENIUS JET FUSION,PS2,2003,Action,THQ,210000.0,160000.0,,50000.0,420000
THE ANT BULLY,PS2,2006,Platform,Midway Games,50000.0,40000.0,,10000.0,100000
THE BIGS,PS2,2007,Sports,Take-Two Interactive,250000.0,190000.0,,60000.0,510000
THE BIGS 2,PS2,2009,Sports,Take-Two Interactive,100000.0,80000.0,,30000.0,200000
THE BARDS TALE,PS2,2004,Role-Playing,Ubisoft,100000.0,80000.0,,30000.0,210000
THE BATTLE OF YUU YUU HAKUSHO SHITOU ANKOKU BUJUTSUKAI 120,PS2,2007,Fighting,Banpresto,,,30000.0,,30000
THE BIBLE GAME,PS2,2005,Misc,Crave Entertainment,100000.0,80000.0,,30000.0,200000
THE BOUNCER,PS2,2000,Action,Sony Computer Entertainment,300000.0,230000.0,380000.0,80000.0,990000
THE CHRONICLES OF NARNIA PRINCE CASPIAN,PS2,2008,Action,Disney Interactive Studios,200000.0,150000.0,,50000.0,400000
THE CHRONICLES OF NARNIA THE LION THE WITCH AND THE WARDROBE,PS2,2005,Action,Disney Interactive Studios,360000.0,10000.0,,60000.0,430000
THE CONVENI 4,PS2,2006,Simulation,Hamster Corporation,,,20000.0,,20000
THE DA VINCI CODE,PS2,2006,Action,Take-Two Interactive,70000.0,50000.0,,20000.0,140000
THE DOG ISLAND,PS2,2007,Adventure,Ubisoft,130000.0,100000.0,,30000.0,270000
THE DUKES OF HAZZARD RETURN OF THE GENERAL LEE,PS2,2004,Racing,Ubisoft,110000.0,80000.0,,30000.0,210000
THE FAIRLY ODD PARENTS BREAKIN DA RULES,PS2,2003,Platform,THQ,330000.0,250000.0,,90000.0,670000
THE FAIRLY ODD PARENTS SHADOW SHOWDOWN,PS2,2004,Platform,THQ,170000.0,130000.0,,40000.0,350000
THE FAST AND THE FURIOUS,PS2,2006,Racing,Namco Bandai Games,30000.0,20000.0,,10000.0,60000
THE GETAWAY,PS2,2002,Action,Sony Computer Entertainment,1230000.0,1770000.0,50000.0,490000.0,3540000
THE GETAWAY BLACK MONDAY,PS2,2004,Action,Sony Computer Entertainment,390000.0,1010000.0,20000.0,360000.0,1780000
THE GODFATHER,PS2,2006,Action,Electronic Arts,890000.0,30000.0,10000.0,150000.0,1090000
THE GODFATHER JP SALES,PS2,2006,Action,Electronic Arts,390000.0,20000.0,,60000.0,470000
THE GOLDEN COMPASS,PS2,2007,Action,Sega,130000.0,,,390000.0,520000
THE GREAT ESCAPE,PS2,2003,Action,SCi,100000.0,70000.0,,20000.0,200000
THE GUY GAME,PS2,2004,Misc,Gathering of Developers,70000.0,50000.0,,20000.0,130000
THE HOBBIT,PS2,2003,Platform,Vivendi Games,260000.0,200000.0,,70000.0,540000
THE HUSTLE DETROIT STREETS,PS2,2006,Sports,Activision,20000.0,20000.0,,10000.0,40000
THE INCREDIBLE HULK,PS2,2008,Action,Sega,320000.0,10000.0,,50000.0,380000
THE INCREDIBLE HULK ULTIMATE DESTRUCTION,PS2,2005,Action,Vivendi Games,260000.0,200000.0,,70000.0,540000
THE INCREDIBLES,PS2,2004,Action,THQ,960000.0,1080000.0,40000.0,300000.0,2370000
THE INCREDIBLES RISE OF THE UNDERMINER,PS2,2005,Action,THQ,180000.0,140000.0,,50000.0,360000
THE ITALIAN JOB,PS2,2003,Racing,Eidos Interactive,110000.0,90000.0,,30000.0,230000
THE KING OF FIGHTERS 98 ULTIMATE MATCH,PS2,2008,Fighting,Ignition Entertainment,40000.0,30000.0,30000.0,10000.0,120000
THE KING OF FIGHTERS 0203,PS2,2005,Fighting,SNK,30000.0,30000.0,,10000.0,70000
THE KING OF FIGHTERS 2000,PS2,2002,Fighting,Playmore,,,40000.0,,40000
THE KING OF FIGHTERS 20002001,PS2,2003,Fighting,Ignition Entertainment,50000.0,40000.0,,10000.0,110000
THE KING OF FIGHTERS 2002 UNLIMITED MATCH,PS2,2009,Fighting,SNK Playmore,,,40000.0,,40000
THE KING OF FIGHTERS 2006,PS2,2006,Fighting,Ignition Entertainment,10000.0,10000.0,50000.0,,80000
THE KING OF FIGHTERS COLLECTION THE OROCHI SAGA,PS2,2006,Fighting,Ignition Entertainment,100000.0,80000.0,,30000.0,200000
THE KING OF FIGHTERS COLLECTION THE OROCHI SAGA JP SALES,PS2,2006,Fighting,Ignition Entertainment,,,20000.0,,20000
THE KING OF FIGHTERS XI,PS2,2006,Fighting,Ignition Entertainment,70000.0,60000.0,40000.0,20000.0,190000
THE KING OF ROUTE 66,PS2,2003,Racing,Sega,30000.0,20000.0,,10000.0,60000
THE LEGEND OF ALON DAR,PS2,2001,Role-Playing,Ubisoft,40000.0,30000.0,,10000.0,80000
THE LEGEND OF SPYRO DAWN OF THE DRAGON,PS2,2008,Platform,Vivendi Games,120000.0,10000.0,,270000.0,400000
THE LEGEND OF SPYRO THE ETERNAL NIGHT,PS2,2007,Platform,Vivendi Games,210000.0,160000.0,,50000.0,420000
THE LORD OF THE RINGS ARAGORNS QUEST,PS2,2010,Action,Warner Bros. Interactive Entertainment,30000.0,20000.0,,10000.0,60000
THE LORD OF THE RINGS THE FELLOWSHIP OF THE RING,PS2,2002,Action,Black Label Games,590000.0,460000.0,,150000.0,1200000
THE LORD OF THE RINGS THE RETURN OF THE KING,PS2,2003,Action,Electronic Arts,1500000.0,1280000.0,50000.0,460000.0,3280000
THE LORD OF THE RINGS THE THIRD AGE,PS2,2004,Role-Playing,Electronic Arts,490000.0,20000.0,,80000.0,580000
THE LORD OF THE RINGS THE TWO TOWERS,PS2,2002,Action,Electronic Arts,1940000.0,1950000.0,80000.0,700000.0,4670000
THE MARK OF KRI,PS2,2002,Action,Sony Computer Entertainment,220000.0,180000.0,,60000.0,460000
THE MATRIX PATH OF NEO,PS2,2005,Action,Atari,410000.0,10000.0,,70000.0,490000
THE MUMMY RETURNS,PS2,2001,Action,Universal Interactive,250000.0,190000.0,,60000.0,500000
THE MUMMY TOMB OF THE DRAGON EMPEROR,PS2,2008,Action,Vivendi Games,120000.0,100000.0,,30000.0,250000
THE NAKED BROTHERS BAND THE VIDEO GAME,PS2,2008,Misc,THQ,80000.0,60000.0,,20000.0,170000
THE NIGHTMARE OF DRUAGA FUSHIGINO DUNGEON,PS2,2004,Role-Playing,Arika,30000.0,20000.0,,10000.0,50000
THE OPERATIVE NO ONE LIVES FOREVER,PS2,2002,Shooter,Electronic Arts,70000.0,50000.0,,20000.0,140000
THE POLAR EXPRESS,PS2,2004,Adventure,THQ,110000.0,90000.0,,30000.0,230000
THE POWERPUFF GIRLS RELISH RAMPAGE,PS2,2002,Action,BAM! Entertainment,220000.0,170000.0,,60000.0,450000
THE PUNISHER,PS2,2005,Action,THQ,250000.0,200000.0,,70000.0,520000
THE SCORPION KING RISE OF THE AKKADIAN,PS2,2002,Action,Universal Interactive,110000.0,90000.0,,30000.0,230000
THE SECRET SATURDAYS BEASTS OF THE 5TH SUN,PS2,2009,Action,D3Publisher,50000.0,20000.0,,80000.0,150000
THE SIMPSONS GAME,PS2,2007,Action,Electronic Arts,350000.0,30000.0,,1130000.0,1510000
THE SIMPSONS SKATEBOARDING,PS2,2002,Sports,Electronic Arts,360000.0,900000.0,,270000.0,1520000
THE SIMPSONS HIT  RUN,PS2,2003,Racing,Vivendi Games,1730000.0,2190000.0,,790000.0,4700000
THE SIMPSONS ROAD RAGE,PS2,2001,Racing,Electronic Arts,2020000.0,1170000.0,,420000.0,3610000
THE SIMS,PS2,2003,Simulation,Electronic Arts,1410000.0,1120000.0,,240000.0,2770000
THE SIMS 2,PS2,2005,Simulation,Electronic Arts,670000.0,30000.0,,110000.0,810000
THE SIMS 2 CASTAWAY,PS2,2007,Simulation,Electronic Arts,300000.0,10000.0,,50000.0,370000
THE SIMS 2 PETS,PS2,2006,Simulation,Electronic Arts,20000.0,10000.0,,270000.0,300000
THE SIMS BUSTIN OUT,PS2,2003,Simulation,Electronic Arts,1070000.0,1190000.0,,180000.0,2430000
THE SPONGEBOB SQUAREPANTS MOVIE,PS2,2004,Platform,THQ,1060000.0,540000.0,,160000.0,1760000
THE SUFFERING,PS2,2004,Action,Midway Games,200000.0,160000.0,,50000.0,420000
THE SUFFERING TIES THAT BIND,PS2,2005,Action,Midway Games,90000.0,70000.0,,20000.0,170000
THE TALE OF DESPEREAUX,PS2,2008,Platform,Brash Entertainment,170000.0,130000.0,,40000.0,350000
THE TERMINATOR DAWN OF FATE,PS2,2002,Action,Atari,200000.0,160000.0,,50000.0,410000
THE THING,PS2,2002,Adventure,Vivendi Games,220000.0,170000.0,,60000.0,440000
THE URBZ SIMS IN THE CITY,PS2,2004,Simulation,Electronic Arts,520000.0,950000.0,,290000.0,1760000
THE WARRIORS,PS2,2005,Action,Take-Two Interactive,440000.0,20000.0,,70000.0,530000
THE X FILES RESIST OR SERVE,PS2,2004,Adventure,Vivendi Games,60000.0,50000.0,,20000.0,120000
THEME PARK ROLLER COASTER,PS2,2000,Strategy,Electronic Arts,230000.0,180000.0,,60000.0,480000
THRILLVILLE,PS2,2006,Strategy,Atari,550000.0,20000.0,,90000.0,660000
THRILLVILLE OFF THE RAILS,PS2,2007,Strategy,LucasArts,200000.0,160000.0,,50000.0,420000
THUNDER FORCE VI,PS2,2008,Shooter,Sega,,,20000.0,,20000
THUNDERSTRIKE OPERATION PHOENIX,PS2,2001,Simulation,Eidos Interactive,170000.0,130000.0,,40000.0,340000
TIGER WOODS PGA TOUR 06,PS2,2005,Sports,Electronic Arts,740000.0,30000.0,,120000.0,890000
TIGER WOODS PGA TOUR 07,PS2,2006,Sports,Electronic Arts,600000.0,20000.0,,100000.0,720000
TIGER WOODS PGA TOUR 08,PS2,2007,Sports,Electronic Arts,190000.0,150000.0,,50000.0,390000
TIGER WOODS PGA TOUR 09,PS2,2008,Sports,Electronic Arts,160000.0,,,210000.0,370000
TIGER WOODS PGA TOUR 10,PS2,2009,Sports,Electronic Arts,120000.0,10000.0,,130000.0,260000
TIGER WOODS PGA TOUR 2001,PS2,2001,Sports,Electronic Arts,360000.0,280000.0,,90000.0,740000
TIGER WOODS PGA TOUR 2002,PS2,2002,Sports,Electronic Arts,440000.0,350000.0,,120000.0,900000
TIGER WOODS PGA TOUR 2003,PS2,2002,Sports,Electronic Arts,800000.0,630000.0,,210000.0,1640000
TIGER WOODS PGA TOUR 2004,PS2,2003,Sports,Electronic Arts,1180000.0,340000.0,,100000.0,1630000
TIGER WOODS PGA TOUR 2005,PS2,2004,Sports,Electronic Arts,1030000.0,320000.0,,90000.0,1440000
TIM BURTONS THE NIGHTMARE BEFORE CHRISTMAS OOGIES REVENGE,PS2,2004,Adventure,Disney Interactive Studios,170000.0,130000.0,,40000.0,340000
TIME CRISIS 3,PS2,2003,Shooter,Namco Bandai Games,300000.0,230000.0,,80000.0,610000
TIME CRISIS II,PS2,2001,Shooter,Namco Bandai Games,260000.0,200000.0,,70000.0,530000
TIME CRISIS CRISIS ZONE,PS2,2004,Shooter,Namco Bandai Games,110000.0,90000.0,,30000.0,220000
TIMESPLITTERS,PS2,2000,Shooter,Eidos Interactive,210000.0,170000.0,,60000.0,430000
TIMESPLITTERS 2,PS2,2002,Shooter,Eidos Interactive,340000.0,270000.0,,90000.0,700000
TIMESPLITTERS FUTURE PERFECT,PS2,2005,Shooter,Electronic Arts,120000.0,90000.0,,30000.0,240000
TOGAINU NO CHI TRUE BLOOD,PS2,2008,Adventure,Kadokawa Shoten,,,30000.0,,30000
TOKIMEKI MEMORIAL GIRLS SIDE 2ND KISS,PS2,2006,Adventure,Konami Digital Entertainment,,,50000.0,,50000
TOKIMEKI MEMORIAL GIRLS SIDE,PS2,2002,Adventure,Konami Digital Entertainment,,,80000.0,,80000
TOKYO XTREME RACER 3,PS2,2003,Racing,Genki,350000.0,270000.0,210000.0,90000.0,910000
TOKYO XTREME RACER DRIFT,PS2,2003,Racing,Genki,90000.0,70000.0,,20000.0,180000
TOKYO XTREME RACER ZERO,PS2,2000,Racing,Crave Entertainment,660000.0,520000.0,150000.0,170000.0,1500000
TOM CLANCYS GHOST RECON,PS2,2002,Shooter,Ubisoft,1420000.0,400000.0,,120000.0,1940000
TOM CLANCYS GHOST RECON 2,PS2,2004,Shooter,Ubisoft,640000.0,340000.0,,100000.0,1080000
TOM CLANCYS GHOST RECON ADVANCED WARFIGHTER,PS2,2006,Shooter,Ubisoft,30000.0,20000.0,,10000.0,60000
TOM CLANCYS GHOST RECON JUNGLE STORM,PS2,2004,Shooter,Ubisoft,570000.0,440000.0,,150000.0,1160000
TOM CLANCYS RAINBOW SIX 3,PS2,2004,Shooter,Ubisoft,400000.0,310000.0,,100000.0,810000
TOM CLANCYS RAINBOW SIX LOCKDOWN,PS2,2005,Shooter,Ubisoft,170000.0,130000.0,,40000.0,350000
TOM CLANCYS SPLINTER CELL,PS2,2003,Action,Ubisoft,1150000.0,1110000.0,,400000.0,2650000
TOM CLANCYS SPLINTER CELL CHAOS THEORY,PS2,2005,Action,Ubisoft,360000.0,450000.0,,140000.0,950000
TOM CLANCYS SPLINTER CELL PANDORA TOMORROW,PS2,2004,Action,Ubisoft,520000.0,560000.0,,170000.0,1250000
TOM AND JERRY IN WAR OF THE WHISKERS,PS2,2002,Fighting,Ubisoft,130000.0,100000.0,,30000.0,260000
TOMB RAIDER ANNIVERSARY,PS2,2007,Action,Eidos Interactive,410000.0,20000.0,,70000.0,500000
TOMB RAIDER LEGEND,PS2,2006,Action,Eidos Interactive,250000.0,190000.0,20000.0,60000.0,520000
TOMB RAIDER UNDERWORLD,PS2,2009,Action,Eidos Interactive,90000.0,40000.0,,50000.0,180000
TOMB RAIDER UNDERWORLD OTHERS SALES,PS2,2009,Adventure,Eidos Interactive,,210000.0,,40000.0,260000
TOMOYO AFTER ITS A WONDERFUL LIFE CS EDITION,PS2,2007,Adventure,Prototype,,,10000.0,,10000
TONY HAWKS AMERICAN WASTELAND OLD ALL REGION SALES,PS2,2005,Sports,Activision,800000.0,630000.0,10000.0,190000.0,1620000
TONY HAWKS AMERICAN WASTELAND WEEKLY AMERICAN SALES,PS2,2005,Sports,Activision,1380000.0,50000.0,,20000.0,1450000
TONY HAWKS PRO SKATER 3,PS2,2001,Sports,Activision,2660000.0,1290000.0,10000.0,460000.0,4410000
TONY HAWKS PRO SKATER 4,PS2,2002,Sports,Activision,2130000.0,1180000.0,10000.0,350000.0,3670000
TONY HAWKS PROJECT 8,PS2,2006,Sports,Activision,720000.0,30000.0,,120000.0,870000
TONY HAWKS PROVING GROUND,PS2,2007,Sports,Activision,550000.0,20000.0,,90000.0,660000
TONY HAWKS UNDERGROUND,PS2,2003,Sports,Activision,2290000.0,1170000.0,10000.0,420000.0,3900000
TONY HAWKS UNDERGROUND 2,PS2,2004,Sports,Activision,1250000.0,860000.0,10000.0,260000.0,2370000
TOP ANGLER REAL BASS FISHING,PS2,2002,Sports,Xicat Interactive,50000.0,40000.0,,10000.0,110000
TOP GUN COMBAT ZONES,PS2,2001,Simulation,Titus,450000.0,350000.0,,120000.0,920000
TOP SPIN,PS2,2005,Sports,Take-Two Interactive,50000.0,40000.0,,10000.0,100000
TORINO 2006,PS2,2006,Sports,Take-Two Interactive,60000.0,50000.0,,20000.0,130000
TOTAL IMMERSION RACING,PS2,2002,Racing,Empire Interactive,50000.0,40000.0,,10000.0,110000
TOTAL OVERDOSE A GUNSLINGERS TALE IN MEXICO,PS2,2005,Shooter,Eidos Interactive,40000.0,40000.0,,10000.0,90000
TOTALLY SPIES TOTALLY PARTY,PS2,2008,Misc,Ubisoft,10000.0,10000.0,,,10000
TOURIST TROPHY THE REAL RIDING SIMULATOR,PS2,2006,Racing,Sony Computer Entertainment,280000.0,220000.0,110000.0,70000.0,680000
TRANSFORMERS,PS2,2004,Shooter,Atari,630000.0,490000.0,,160000.0,1290000
TRANSFORMERS REVENGE OF THE FALLEN XBOX 360 PS3  PC VERSIONS,PS2,2009,Shooter,Activision,250000.0,10000.0,,220000.0,490000
TRANSFORMERS THE GAME XBOX 360 PS2 PS3 WII  PC VERSIONS,PS2,2007,Action,Activision,630000.0,370000.0,,110000.0,1110000
TRANSWORLD SURF,PS2,2002,Sports,Atari,90000.0,70000.0,,20000.0,190000
TRAPT,PS2,2005,Action,Tecmo Koei,30000.0,20000.0,,10000.0,60000
TRIGGER MAN,PS2,2004,Shooter,Play It,80000.0,60000.0,,20000.0,160000
TRIGGERHEART EXCELICA ENHANCED,PS2,2009,Shooter,Alchemist,,,20000.0,,20000
TRIPLE PLAY 2002,PS2,2002,Sports,Electronic Arts,430000.0,330000.0,,110000.0,870000
TRIVIAL PURSUIT,PS2,2009,Misc,Electronic Arts,90000.0,10000.0,,170000.0,270000
TRIVIAL PURSUIT UNHINGED,PS2,2004,Misc,Atari,90000.0,70000.0,,20000.0,190000
TRUE CRIME NEW YORK CITY,PS2,2005,Action,Activision,570000.0,20000.0,70000.0,90000.0,760000
TRUE CRIME STREETS OF LA,PS2,2003,Action,Activision,1890000.0,1050000.0,20000.0,310000.0,3270000
TRUE LOVE STORY 3,PS2,2001,Simulation,Enterbrain,,,40000.0,,40000
TSUGUNAI ATONEMENT,PS2,2001,Role-Playing,Sony Computer Entertainment,20000.0,10000.0,20000.0,,60000
TSUKI NO HIKARI SHIZUMERU KANE NO SATSUJIN,PS2,2002,Adventure,Victor Interactive,,,20000.0,,20000
TSUYO KISS 2 GAKKI SWIFT LOVE,PS2,2009,Adventure,Revolution (Japan),,,20000.0,,20000
TSUYO KISS MIGHTY HEART,PS2,2006,Adventure,Princess Soft,,,30000.0,,30000
TUROK EVOLUTION,PS2,2002,Shooter,Acclaim Entertainment,640000.0,500000.0,,170000.0,1310000
TWISTED METAL BLACK,PS2,2001,Racing,Sony Computer Entertainment,1190000.0,170000.0,,50000.0,1410000
TY THE TASMANIAN TIGER,PS2,2002,Platform,Electronic Arts,570000.0,450000.0,,150000.0,1170000
TY THE TASMANIAN TIGER 2 BUSH RESCUE,PS2,2004,Platform,Electronic Arts,260000.0,200000.0,,70000.0,530000
TY THE TASMANIAN TIGER 3 NIGHT OF THE QUINKAN,PS2,2005,Action,Activision,90000.0,70000.0,,20000.0,190000
UEFA EURO 2004 PORTUGAL,PS2,2004,Sports,Electronic Arts,70000.0,50000.0,,20000.0,140000
UEFA EURO 2008 AUSTRIASWITZERLAND,PS2,2008,Sports,Electronic Arts,30000.0,,,280000.0,320000
UFC SUDDEN IMPACT,PS2,2004,Fighting,Global Star,90000.0,70000.0,,20000.0,180000
UCHUU KEIJI TAMASHII THE SPACE SHERIFF SPIRITS,PS2,2006,Action,Namco Bandai Games,,,20000.0,,20000
ULTIMATE BOARD GAME COLLECTION,PS2,2006,Misc,Xplosiv,10000.0,,,,10000
ULTIMATE FIGHTING CHAMPIONSHIP THROWDOWN,PS2,2002,Fighting,Ubisoft,160000.0,120000.0,,40000.0,320000
ULTIMATE SPIDERMAN,PS2,2005,Action,Activision,600000.0,20000.0,,100000.0,720000
ULTRAMAN FIGHTING EVOLUTION 3,PS2,2004,Fighting,Banpresto,,,10000.0,,10000
UNDER THE SKIN,PS2,2004,Action,Capcom,10000.0,10000.0,,,30000
UNISON REBELS OF RHYTHM  DANCE,PS2,2000,Misc,Tecmo Koei,20000.0,20000.0,,10000.0,40000
UNLIMITED SAGA,PS2,2002,Role-Playing,Atari,100000.0,80000.0,560000.0,30000.0,770000
UNREAL TOURNAMENT,PS2,2000,Shooter,Infogrames,280000.0,220000.0,,70000.0,580000
UP,PS2,2009,Action,THQ,190000.0,50000.0,,240000.0,480000
URBAN CHAOS RIOT RESPONSE,PS2,2006,Shooter,Eidos Interactive,30000.0,20000.0,,10000.0,60000
URBAN REIGN,PS2,2005,Action,Namco Bandai Games,40000.0,30000.0,,10000.0,80000
UTAWARERUMONO CHIRIYUKUSHA E NO KOMORIUTA,PS2,2006,Adventure,Aqua Plus,,,110000.0,,110000
VRALLY 3,PS2,2002,Racing,Atari,30000.0,20000.0,,10000.0,60000
VALKYRIE PROFILE 2 SILMERIA,PS2,2006,Role-Playing,Square Enix,40000.0,30000.0,390000.0,10000.0,470000
VAMPIRE NIGHT,PS2,2001,Shooter,Sony Computer Entertainment,70000.0,50000.0,,20000.0,140000
VAN HELSING,PS2,2004,Action,Activision,220000.0,170000.0,,60000.0,440000
VEHICULAR COMBAT LEAGUE PRESENTS MOTOR MAYHEM,PS2,2001,Racing,Atari,80000.0,60000.0,,20000.0,160000
VEXX,PS2,2003,Platform,Acclaim Entertainment,120000.0,90000.0,,30000.0,240000
VICTORIOUS BOXERS IPPOS ROAD TO GLORY,PS2,2000,Fighting,Empire Interactive,50000.0,40000.0,380000.0,10000.0,470000
VIETCONG PURPLE HAZE,PS2,2004,Shooter,Gathering of Developers,90000.0,70000.0,,20000.0,180000
VIEWTIFUL JOE,PS2,2004,Action,Capcom,140000.0,110000.0,,40000.0,280000
VIEWTIFUL JOE 2,PS2,2004,Action,Capcom,100000.0,80000.0,,30000.0,210000
VIRTUA FIGHTER 4,PS2,2002,Fighting,Sega,780000.0,440000.0,560000.0,40000.0,1810000
VIRTUA FIGHTER 4 EVOLUTION,PS2,2003,Fighting,Sega,350000.0,270000.0,,90000.0,710000
VIRTUA PRO FOOTBALL,PS2,2006,Sports,Sega,,,20000.0,,20000
VITAMIN X,PS2,2007,Adventure,D3Publisher,,,10000.0,,10000
VITAMIN Z,PS2,2009,Adventure,D3Publisher,,,30000.0,,30000
WRC WORLD RALLY CHAMPIONSHIP,PS2,2001,Racing,Sony Computer Entertainment,120000.0,90000.0,,30000.0,250000
WTA TOUR TENNIS,PS2,2001,Sports,Konami Digital Entertainment,30000.0,20000.0,,10000.0,50000
WWE ALL STARS,PS2,2011,Fighting,THQ,50000.0,40000.0,,10000.0,110000
WWE CRUSH HOUR,PS2,2003,Racing,THQ,170000.0,130000.0,,40000.0,350000
WWE SMACKDOWN VS RAW 2008,PS2,2007,Fighting,THQ,920000.0,,10000.0,1410000.0,2340000
WWE SMACKDOWN VS RAW 2007,PS2,2006,Fighting,THQ,1400000.0,880000.0,30000.0,260000.0,2580000
WWE SMACKDOWN VS RAW 2009,PS2,2008,Fighting,THQ,690000.0,,,550000.0,1240000
WWE SMACKDOWN VS RAW 2010,PS2,2009,Fighting,THQ,530000.0,10000.0,,540000.0,1070000
WWE SMACKDOWN VS RAW 2011,PS2,2010,Fighting,THQ,240000.0,70000.0,,70000.0,380000
WWE SMACKDOWN HERE COMES THE PAIN,PS2,2003,Fighting,THQ,1320000.0,1060000.0,40000.0,380000.0,2800000
WWE SMACKDOWN SHUT YOUR MOUTH,PS2,2002,Sports,THQ,1450000.0,1130000.0,70000.0,380000.0,3020000
WWE SMACKDOWN VS RAW 2006,PS2,2005,Fighting,THQ,1450000.0,1110000.0,40000.0,330000.0,2940000
WWE SMACKDOWN VS RAW,PS2,2002,Fighting,THQ,1320000.0,1080000.0,40000.0,390000.0,2830000
WWF SMACKDOWN JUST BRING IT,PS2,2001,Fighting,THQ,1190000.0,1150000.0,40000.0,410000.0,2790000
WAKEBOARDING UNLEASHED FEATURING SHAUN MURRAY,PS2,2003,Sports,Activision,80000.0,60000.0,,20000.0,160000
WALLE,PS2,2008,Platform,THQ,210000.0,,,540000.0,750000
WALLACE  GROMIT IN PROJECT ZOO,PS2,2003,Platform,BAM! Entertainment,110000.0,90000.0,,30000.0,230000
WALLACE  GROMIT CURSE OF THE WERERABBIT,PS2,2005,Adventure,Konami Digital Entertainment,60000.0,50000.0,,20000.0,120000
WALT DISNEYS THE JUNGLE BOOK RHYTHM NGROOVE,PS2,2003,Misc,Disney Interactive Studios,120000.0,100000.0,,30000.0,250000
WAND OF FORTUNE,PS2,2009,Adventure,Idea Factory,,,10000.0,,10000
WAND OF FORTUNE MIRAI E NO PROLOGUE,PS2,2010,Adventure,Idea Factory,,,10000.0,,10000
WAR OF THE MONSTERS,PS2,2003,Fighting,Sony Computer Entertainment,260000.0,200000.0,,70000.0,540000
WARJETZ,PS2,2001,Shooter,3DO,20000.0,20000.0,,10000.0,40000
WARHAMMER 40000 FIRE WARRIOR,PS2,2003,Shooter,THQ,80000.0,60000.0,,20000.0,150000
WARRIORS OROCHI,PS2,2007,Action,Tecmo Koei,110000.0,90000.0,640000.0,30000.0,870000
WARRIORS OROCHI 2,PS2,2008,Action,Tecmo Koei,60000.0,50000.0,,20000.0,130000
WARRIORS OROCHI 2 JP SALES,PS2,2008,Action,Tecmo Koei,,,400000.0,,400000
WARRIORS OF MIGHT AND MAGIC,PS2,2001,Adventure,3DO,90000.0,70000.0,,20000.0,170000
WARSHIP GUNNER 2,PS2,2006,Simulation,Tecmo Koei,10000.0,10000.0,,,30000
WAVE RALLY,PS2,2001,Racing,Eidos Interactive,130000.0,100000.0,,30000.0,270000
WAY OF THE SAMURAI,PS2,2002,Action,Eidos Interactive,130000.0,100000.0,250000.0,30000.0,510000
WAY OF THE SAMURAI 2,PS2,2003,Action,Capcom,50000.0,40000.0,230000.0,10000.0,330000
WE LOVE KATAMARI,PS2,2005,Puzzle,Electronic Arts,260000.0,200000.0,,70000.0,520000
WHIPLASH,PS2,2003,Racing,Eidos Interactive,60000.0,50000.0,,20000.0,130000
WHIRL TOUR,PS2,2002,Sports,Crave Entertainment,110000.0,90000.0,,30000.0,220000
WHITEOUT,PS2,2002,Racing,Konami Digital Entertainment,10000.0,10000.0,,,20000
WILD ARMS 3,PS2,2002,Role-Playing,Ubisoft,160000.0,130000.0,290000.0,40000.0,620000
WILD ARMS 4,PS2,2005,Role-Playing,505 Games,70000.0,60000.0,,20000.0,140000
WILD ARMS 5,PS2,2006,Role-Playing,505 Games,140000.0,110000.0,,40000.0,280000
WILD ARMS 5 JP SALES,PS2,2006,Role-Playing,505 Games,,,120000.0,,120000
WILD ARMS ALTER CODE F,PS2,2003,Role-Playing,Sony Computer Entertainment,50000.0,40000.0,,10000.0,90000
WILD WILD RACING,PS2,2000,Racing,Interplay,100000.0,80000.0,,30000.0,210000
WINBACK 2 PROJECT POSEIDON,PS2,2006,Shooter,Tecmo Koei,10000.0,10000.0,,,10000
WINBACK COVERT OPERATIONS,PS2,2000,Shooter,Midas Interactive Entertainment,140000.0,110000.0,,40000.0,290000
WINNING ELEVEN PRO EVOLUTION SOCCER 2007,PS2,2006,Sports,Konami Digital Entertainment,100000.0,2390000.0,1050000.0,860000.0,4390000
WINNING POST 4 MAXIMUM,PS2,2000,Sports,Tecmo Koei,,,60000.0,,60000
WINNING POST 5,PS2,2001,Sports,Tecmo Koei,,,130000.0,,130000
WINNING POST 6,PS2,2003,Sports,Tecmo Koei,,,90000.0,,90000
