Name,Platform LabelCode,Year,Genre LabelCode,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Console,Game Title,Price,Mean,Median,Platform_0,Platform_1,Platform_2,Platform_3,Platform_4,Platform_5,Platform_6,Platform_7,Genre_0,Genre_1,Genre_2,Genre_3,Genre_4,Genre_5,Genre_6,Genre_7,Genre_8,Genre_9,Genre_10,Genre_11
GPOLICE,4,1997,0,Psygnosis,130000,90000,0,20000,240000,PS,GPOLICE,10,False,False,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
GPOLICE WEAPONS OF JUSTICE,4,1999,0,Psygnosis,30000,20000,0,0,60000,PS,GPOLICE WEAPONS OF JUSTICE,17,False,False,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
GALAGA DESTINATION EARTH,4,2000,8,Hasbro Interactive,130000,90000,0,20000,240000,PS,GALAGA DESTINATION EARTH,8,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GALERIANS,4,1999,1,Crave Entertainment,80000,60000,0,10000,150000,PS,GALERIANS,38,True,True,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
GALLOP RACER,4,1999,10,Tecmo Koei,0,0,180000,10000,190000,PS,GALLOP RACER,11,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GAUNTLET LEGENDS,4,2000,0,Midway Games,260000,180000,0,30000,470000,PS,GAUNTLET LEGENDS,16,False,False,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
GEX,4,1995,4,Crystal Dynamics,490000,330000,0,60000,870000,PS,GEX,22,False,False,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
GEX 3 DEEP COVER GECKO,4,1999,4,Eidos Interactive,300000,200000,0,30000,530000,PS,GEX 3 DEEP COVER GECKO,17,False,False,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
GEX ENTER THE GECKO,4,1998,4,BMG Interactive Entertainment,320000,220000,0,40000,580000,PS,GEX ENTER THE GECKO,33,False,True,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
GHOST IN THE SHELL,4,1997,9,Sony Computer Entertainment,60000,40000,0,10000,100000,PS,GHOST IN THE SHELL,90,True,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
GLOVER,4,1999,4,Atari,90000,60000,0,10000,170000,PS,GLOVER,17,False,False,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
GOAL STORM 97,4,1996,10,Konami Digital Entertainment,10000,0,90000,10000,110000,PS,GOAL STORM 97,33,False,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GRAN TURISMO,4,1997,6,Sony Computer Entertainment,4019999,3870000,2540000,520000,10950000,PS,GRAN TURISMO,16,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
GRAN TURISMO 2,4,1999,6,Sony Computer Entertainment,3880000,3420000,1690000,500000,9490000,PS,GRAN TURISMO 2,7,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
GRAND SLAM,4,1997,3,Virgin Interactive,20000,20000,0,0,40000,PS,GRAND SLAM,5,False,False,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GRAND THEFT AUTO,4,1997,0,Take-Two Interactive,790000,1350000,40000,140000,2320000,PS,GRAND THEFT AUTO,22,False,False,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
GRAND THEFT AUTO 2,4,1998,0,Take-Two Interactive,1130000,2069999,0,220000,3420000,PS,GRAND THEFT AUTO 2,18,False,False,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
GRANDIA,4,1999,7,Ubisoft,140000,90000,0,20000,250000,PS,GRANDIA,65,True,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
GRID RUNNER,4,1996,0,Virgin Interactive,20000,10000,0,0,30000,PS,GRID RUNNER,8,False,False,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
GRIND SESSION,4,2000,10,Sony Computer Entertainment,240000,170000,0,30000,440000,PS,GRIND SESSION,8,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GRUDGE WARRIORS,4,1999,0,Take-Two Interactive,230000,160000,0,30000,410000,PS,GRUDGE WARRIORS,4,False,False,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
GUARDIANS CRUSADE,4,1998,7,Activision,70000,50000,0,10000,120000,PS,GUARDIANS CRUSADE,40,True,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
GUILTY GEAR,4,1998,2,Virgin Interactive,30000,20000,70000,10000,140000,PS,GUILTY GEAR,51,True,True,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
GUNDAM BATTLE ASSAULT,4,1998,2,Namco Bandai Games,130000,90000,0,20000,230000,PS,GUNDAM BATTLE ASSAULT,32,False,True,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
GUNSHIP,4,1996,9,Microprose,150000,100000,0,20000,270000,PS,GUNSHIP,4,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HBO BOXING,4,2000,2,Acclaim Entertainment,120000,80000,0,10000,210000,PS,HBO BOXING,4,False,False,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HARDBALL 5,4,1996,10,SPS,70000,40000,0,10000,120000,PS,HARDBALL 5,11,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HARRY POTTER AND THE CHAMBER OF SECRETS,4,2002,0,Electronic Arts,750000,1090000,20000,120000,1980000,PS,HARRY POTTER AND THE CHAMBER OF SECRETS,11,False,False,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HARRY POTTER AND THE SORCERERS STONE,4,2001,0,Electronic Arts,1370000,2000000,140000,220000,3730000,PS,HARRY POTTER AND THE SORCERERS STONE,9,False,False,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HARVEST MOON BACK TO NATURE,4,1999,9,Ubisoft,110000,70000,120000,20000,320000,PS,HARVEST MOON BACK TO NATURE,51,True,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HEART OF DARKNESS,4,1998,4,Ocean,180000,120000,0,20000,320000,PS,HEART OF DARKNESS,34,False,True,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
HERCS ADVENTURES,4,1997,0,Virgin Interactive,20000,10000,0,0,40000,PS,HERCS ADVENTURES,99,True,True,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HIOCTANE THE TRACK FIGHTS BACK,4,1995,6,Electronic Arts,30000,20000,0,0,50000,PS,HIOCTANE THE TRACK FIGHTS BACK,12,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
HOGS OF WAR,4,2000,11,Infogrames,10000,10000,0,0,20000,PS,HOGS OF WAR,38,True,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HOSHIGAMI RUINING BLUE EARTH,4,2001,7,Max Five,30000,20000,0,0,50000,PS,HOSHIGAMI RUINING BLUE EARTH,56,True,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
HOT SHOTS GOLF,4,1997,10,Sony Computer Entertainment,290000,200000,2130000,180000,2790000,PS,HOT SHOTS GOLF,10,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HOT SHOTS GOLF 2,4,1999,10,Sony Computer Entertainment,250000,120000,1480000,30000,1880000,PS,HOT SHOTS GOLF 2,15,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HOT WHEELS TURBO RACING,4,1999,6,Electronic Arts,590000,400000,0,70000,1070000,PS,HOT WHEELS TURBO RACING,14,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
HYDRO THUNDER,4,1999,6,Midway Games,260000,170000,0,30000,460000,PS,HYDRO THUNDER,21,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ISS PRO EVOLUTION,4,1998,10,Konami Digital Entertainment,0,0,710000,50000,760000,PS,ISS PRO EVOLUTION,99,True,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
IMPACT RACING,4,1996,6,JVC,30000,20000,0,0,60000,PS,IMPACT RACING,11,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
IN COLD BLOOD,4,2000,1,Sony Computer Entertainment,20000,10000,0,0,30000,PS,IN COLD BLOOD,37,True,True,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
INCREDIBLE CRISIS,4,1999,0,Titus,40000,30000,0,10000,80000,PS,INCREDIBLE CRISIS,36,False,True,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
INDEPENDENCE DAY,4,1997,8,Fox Interactive,250000,170000,0,30000,440000,PS,INDEPENDENCE DAY,5,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
INSPECTOR GADGET GADGETS CRAZY MAZE,4,2001,5,Ubisoft,30000,20000,0,0,50000,PS,INSPECTOR GADGET GADGETS CRAZY MAZE,10,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
INTELLIGENT QUBE,4,1997,5,Sony Computer Entertainment,130000,70000,1000000,20000,1220000,PS,INTELLIGENT QUBE,55,True,True,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
INTERNATIONAL TRACK  FIELD,4,1996,10,Konami Digital Entertainment,80000,50000,350000,30000,510000,PS,INTERNATIONAL TRACK  FIELD,12,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
INTERNATIONAL TRACK  FIELD 2000,4,1999,10,Konami Digital Entertainment,60000,40000,0,10000,110000,PS,INTERNATIONAL TRACK  FIELD 2000,12,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
INTERPLAY SPORTS BASEBALL 2000,4,1999,10,Interplay,30000,20000,0,0,60000,PS,INTERPLAY SPORTS BASEBALL 2000,6,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
INUYASHA A FEUDAL FAIRY TALE,4,2002,2,Namco Bandai Games,0,0,100000,10000,110000,PS,INUYASHA A FEUDAL FAIRY TALE,14,False,False,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
IRON SOLDIER 3,4,1999,9,Telegames,10000,10000,0,0,20000,PS,IRON SOLDIER 3,13,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
IRRITATING STICK,4,1998,0,Saurus,10000,10000,0,0,20000,PS,IRRITATING STICK,26,False,False,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
JACKIE CHAN STUNTMASTER,4,1999,0,Sony Computer Entertainment,120000,80000,0,10000,220000,PS,JACKIE CHAN STUNTMASTER,70,True,True,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
JEOPARDY,4,1997,3,Hasbro Interactive,390000,270000,0,50000,710000,PS,JEOPARDY,2,False,False,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
JEOPARDY 2ND EDITION,4,2000,3,Hasbro Interactive,160000,110000,0,20000,290000,PS,JEOPARDY 2ND EDITION,3,False,False,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
JEREMY MCGRATH SUPERCROSS 2000,4,2000,6,Acclaim Entertainment,400000,270000,0,50000,710000,PS,JEREMY MCGRATH SUPERCROSS 2000,3,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
JEREMY MCGRATH SUPERCROSS 98,4,1998,6,Acclaim Entertainment,910000,100000,0,30000,1040000,PS,JEREMY MCGRATH SUPERCROSS 98,3,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
JERSEY DEVIL,4,1997,4,Ocean,130000,90000,0,10000,230000,PS,JERSEY DEVIL,48,True,True,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
JET MOTO,4,1996,6,Sony Computer Entertainment,1330000,400000,30000,70000,1830000,PS,JET MOTO,11,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
JET MOTO 2,4,1997,6,Sony Computer Entertainment,1410000,420000,30000,70000,1940000,PS,JET MOTO 2,9,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
JET MOTO 3,4,1999,6,Sony Computer Entertainment,410000,280000,0,50000,740000,PS,JET MOTO 3,8,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
JOHNNY BAZOOKATONE,4,1995,4,U.S. Gold,30000,20000,0,0,50000,PS,JOHNNY BAZOOKATONE,16,False,False,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
JUDGE DREDD,4,1997,4,Gremlin Interactive Ltd,30000,20000,0,0,50000,PS,JUDGE DREDD,16,False,False,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
JUMPING FLASH,4,1995,4,Sony Computer Entertainment,50000,30000,210000,20000,300000,PS,JUMPING FLASH,59,True,True,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
JUPITER STRIKE,4,1994,8,Acclaim Entertainment,60000,40000,0,10000,110000,PS,JUPITER STRIKE,15,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
K1 GRAND PRIX,4,1999,2,Jaleco,10000,10000,0,0,10000,PS,K1 GRAND PRIX,24,False,False,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
K1 REVENGE,4,1997,2,Xing Entertainment,40000,30000,160000,20000,240000,PS,K1 REVENGE,13,False,False,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
KISS PINBALL,4,2001,0,Take-Two Interactive,170000,120000,0,20000,310000,PS,KISS PINBALL,5,False,False,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
KAGERO DECEPTION II,4,1998,11,Virgin Interactive,30000,20000,220000,20000,290000,PS,KAGERO DECEPTION II,29,False,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
KARTIA THE WORD OF FATE,4,1998,11,Konami Digital Entertainment,50000,30000,120000,10000,220000,PS,KARTIA THE WORD OF FATE,49,True,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
KENSEI SACRED FIST,4,1997,2,Konami Digital Entertainment,10000,10000,0,0,20000,PS,KENSEI SACRED FIST,39,True,True,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
KILEAK THE DNA IMPERATIVE,4,1994,8,Sony Computer Entertainment,80000,60000,210000,20000,370000,PS,KILEAK THE DNA IMPERATIVE,18,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
KILLER LOOP,4,1999,6,Crave Entertainment,30000,20000,0,0,60000,PS,KILLER LOOP,6,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
KILLING ZONE,4,1996,2,Acclaim Entertainment,30000,20000,0,0,60000,PS,KILLING ZONE,15,False,False,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
KINGS FIELD,4,1995,7,Sony Computer Entertainment,90000,60000,0,10000,160000,PS,KINGS FIELD,51,True,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
KINGS FIELD II,4,1996,7,From Software,80000,60000,110000,20000,260000,PS,KINGS FIELD II,48,True,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
KNOCKOUT KINGS,4,1997,2,Electronic Arts,1070000,390000,0,60000,1520000,PS,KNOCKOUT KINGS,6,False,False,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
KNOCKOUT KINGS 2000,4,1999,2,Electronic Arts,1020000,340000,0,50000,1410000,PS,KNOCKOUT KINGS 2000,1,False,False,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
KNOCKOUT KINGS 2001,4,2000,2,Electronic Arts,230000,150000,0,30000,410000,PS,KNOCKOUT KINGS 2001,7,False,False,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
KONAMI ARCADE CLASSICS,4,1999,3,Konami Digital Entertainment,20000,10000,0,0,40000,PS,KONAMI ARCADE CLASSICS,33,False,True,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
KRAZY IVAN,4,1995,9,Psygnosis,40000,30000,0,0,80000,PS,KRAZY IVAN,17,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
KURT WARNERS ARENA FOOTBALL UNLEASHED,4,2000,10,Midway Games,70000,50000,0,10000,130000,PS,KURT WARNERS ARENA FOOTBALL UNLEASHED,12,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LEGO ISLAND 2 THE BRICKSTERS REVENGE,4,2001,1,LEGO Media,100000,70000,0,10000,180000,PS,LEGO ISLAND 2 THE BRICKSTERS REVENGE,20,False,False,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
LEGO RACERS,4,1999,6,LEGO Media,200000,140000,0,20000,360000,PS,LEGO RACERS,16,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
LEGO ROCK RAIDERS,4,1999,11,LEGO Media,60000,40000,0,10000,100000,PS,LEGO ROCK RAIDERS,16,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LEGEND OF LEGAIA,4,1998,7,Sony Computer Entertainment,370000,250000,0,40000,660000,PS,LEGEND OF LEGAIA,46,True,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
LEGEND OF MANA,4,1999,7,SquareSoft,180000,130000,730000,70000,1110000,PS,LEGEND OF MANA,55,True,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
LETHAL ENFORCERS I  II,4,1996,8,Konami Digital Entertainment,20000,10000,0,0,30000,PS,LETHAL ENFORCERS I  II,46,True,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
LOONEY TUNES RACING,4,2000,6,Infogrames,160000,110000,0,20000,290000,PS,LOONEY TUNES RACING,18,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
LUCKY LUKE,4,1998,4,Ocean,130000,90000,0,20000,240000,PS,LUCKY LUKE,14,False,False,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
LUNAR 2 ETERNAL BLUE COMPLETE,4,1999,7,Kadokawa Shoten,190000,130000,0,20000,350000,PS,LUNAR 2 ETERNAL BLUE COMPLETE,122,True,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
LUNAR SILVER STAR STORY COMPLETE,4,1998,7,Kadokawa Shoten,270000,180000,60000,40000,550000,PS,LUNAR SILVER STAR STORY COMPLETE,95,True,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MMS SHELL SHOCKED,4,2001,0,Berkeley,20000,10000,0,0,30000,PS,MMS SHELL SHOCKED,9,False,False,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MDK,4,1997,8,Interplay,110000,80000,0,10000,200000,PS,MDK,19,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MLB 2000,4,1999,10,Sony Computer Entertainment,520000,350000,0,60000,940000,PS,MLB 2000,3,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MLB 2001,4,2000,10,Sony Computer Entertainment,490000,340000,0,60000,890000,PS,MLB 2001,6,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MLB 2002,4,2001,10,Sony Computer Entertainment,240000,160000,0,30000,430000,PS,MLB 2002,2,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MLB 99,4,1998,10,Sony Computer Entertainment,480000,320000,0,60000,860000,PS,MLB 99,6,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MLB PENNANT RACE,4,1996,10,Sony Computer Entertainment,160000,110000,0,20000,290000,PS,MLB PENNANT RACE,6,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MTV MUSIC GENERATOR,4,1999,3,Codemasters,260000,180000,0,30000,470000,PS,MTV MUSIC GENERATOR,23,False,False,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MTV SPORTS PURE RIDE,4,2000,10,THQ,70000,50000,0,10000,120000,PS,MTV SPORTS PURE RIDE,6,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MACHINE HEAD,4,1996,8,Eidos Interactive,40000,30000,0,0,70000,PS,MACHINE HEAD,11,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MADDEN NFL 2000,4,1998,10,Electronic Arts,1680000,40000,0,40000,1750000,PS,MADDEN NFL 2000,2,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MADDEN NFL 2001,4,2000,10,Electronic Arts,1580000,50000,0,40000,1670000,PS,MADDEN NFL 2001,2,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MADDEN NFL 2002,4,2001,10,Electronic Arts,780000,530000,0,90000,1390000,PS,MADDEN NFL 2002,2,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MADDEN NFL 97,4,1996,10,Electronic Arts,730000,500000,0,90000,1320000,PS,MADDEN NFL 97,6,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MADDEN NFL 98,4,1997,10,Electronic Arts,1290000,30000,0,30000,1350000,PS,MADDEN NFL 98,7,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MADDEN NFL 99,4,1998,10,Electronic Arts,1660000,40000,0,40000,1740000,PS,MADDEN NFL 99,2,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MAGIC CARPET,4,1995,8,Electronic Arts,30000,20000,0,0,50000,PS,MAGIC CARPET,31,False,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MARTIAN GOTHIC UNIFICATION,4,2001,1,Take-Two Interactive,60000,40000,0,10000,110000,PS,MARTIAN GOTHIC UNIFICATION,18,False,False,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MARVEL SUPER HEROES,4,1997,2,Virgin Interactive,190000,130000,0,20000,340000,PS,MARVEL SUPER HEROES,43,True,True,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MARVEL SUPER HEROES VS STREET FIGHTER,4,1998,2,Virgin Interactive,140000,100000,0,20000,260000,PS,MARVEL SUPER HEROES VS STREET FIGHTER,123,True,True,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MARYKATE AND ASHLEY CRUSH COURSE,4,2001,0,Acclaim Entertainment,80000,50000,0,10000,140000,PS,MARYKATE AND ASHLEY CRUSH COURSE,7,False,False,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MARYKATE AND ASHLEY MAGICAL MYSTERY MALL,4,2000,1,Acclaim Entertainment,360000,240000,0,40000,650000,PS,MARYKATE AND ASHLEY MAGICAL MYSTERY MALL,7,False,False,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MARYKATE AND ASHLEY WINNERS CIRCLE,4,2001,0,Acclaim Entertainment,80000,50000,0,10000,140000,PS,MARYKATE AND ASHLEY WINNERS CIRCLE,6,False,False,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MASS DESTRUCTION,4,1997,8,BMG Interactive Entertainment,60000,40000,0,10000,110000,PS,MASS DESTRUCTION,6,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MASTER OF MONSTERS DISCIPLES OF GAIA,4,1997,11,Agetec,20000,10000,0,0,30000,PS,MASTER OF MONSTERS DISCIPLES OF GAIA,24,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MAT HOFFMANS PRO BMX,4,2001,10,Activision,300000,200000,0,40000,540000,PS,MAT HOFFMANS PRO BMX,1,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MAXIMUM FORCE,4,1997,8,GT Interactive,60000,40000,0,10000,110000,PS,MAXIMUM FORCE,17,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MEDAL OF HONOR,4,1998,8,Electronic Arts,1440000,1090000,0,140000,2670000,PS,MEDAL OF HONOR,17,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MEDAL OF HONOR UNDERGROUND,4,2000,8,Electronic Arts,540000,370000,0,60000,970000,PS,MEDAL OF HONOR UNDERGROUND,14,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MEDIEVIL,4,1998,4,Sony Computer Entertainment,460000,310000,0,50000,830000,PS,MEDIEVIL,28,False,True,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MEDIEVIL II,4,1999,0,Sony Computer Entertainment,210000,140000,0,20000,380000,PS,MEDIEVIL II,60,True,True,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MEGA MAN LEGENDS,4,1997,1,Capcom,390000,260000,120000,50000,830000,PS,MEGA MAN LEGENDS,59,True,True,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MEGA MAN LEGENDS 2,4,2000,1,Capcom,170000,120000,100000,30000,420000,PS,MEGA MAN LEGENDS 2,88,True,True,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MEGA MAN X4,4,1996,0,Virgin Interactive,450000,300000,220000,70000,1040000,PS,MEGA MAN X4,27,False,True,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MEGA MAN X5,4,2000,4,Capcom,300000,210000,200000,50000,750000,PS,MEGA MAN X5,18,False,False,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MEGA MAN X6,4,2001,0,Capcom,140000,100000,160000,30000,420000,PS,MEGA MAN X6,22,False,False,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MEN IN BLACK THE SERIES CRASHDOWN,4,2001,8,Infogrames,30000,20000,0,0,60000,PS,MEN IN BLACK THE SERIES CRASHDOWN,11,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
