Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
A COLLECTION OF ACTIVISION CLASSIC GAMES FOR THE ATARI 2600,PS,1998,Misc,Activision,760000.0,520000.0,,90000.0,1370000
A COLLECTION OF CLASSIC GAMES FROM THE INTELLIVISION,PS,1999,Misc,Activision,170000.0,120000.0,,20000.0,310000
ATRAIN,PS,1995,Simulation,Sony Computer Entertainment,20000.0,10000.0,40000.0,10000.0,80000
A IV EVOLUTION A RESSHA DE IKOU 4,PS,1994,Strategy,ArtDink,,,240000.0,20000.0,250000
ATV QUAD POWER RACING,PS,2000,Racing,Acclaim Entertainment,580000.0,390000.0,,70000.0,1040000
ACE COMBAT 2,PS,1997,Simulation,Sony Computer Entertainment,160000.0,110000.0,560000.0,60000.0,890000
ACE COMBAT 3 ELECTROSPHERE,PS,1999,Simulation,Sony Computer Entertainment,220000.0,150000.0,400000.0,50000.0,830000
ACTION BASS,PS,2000,Action,Take-Two Interactive,640000.0,430000.0,,70000.0,1140000
ACTUA TENNIS,PS,1997,Sports,Gremlin Interactive Ltd,70000.0,50000.0,,10000.0,130000
ADIDAS POWER SOCCER,PS,1996,Sports,Psygnosis,20000.0,10000.0,,,40000
ADIDAS POWER SOCCER 98,PS,1998,Sports,Psygnosis,10000.0,10000.0,,,20000
AGILE WARRIOR F111X,PS,1995,Simulation,Virgin Interactive,80000.0,50000.0,,10000.0,140000
AIR COMBAT,PS,1995,Simulation,Sony Computer Entertainment,920000.0,330000.0,520000.0,50000.0,1830000
AKUJI THE HEARTLESS,PS,1998,Platform,Eidos Interactive,70000.0,40000.0,,10000.0,120000
ALEXI LALAS INTERNATIONAL SOCCER,PS,1998,Sports,Take-Two Interactive,40000.0,30000.0,,,70000
ALIEN RESURRECTION,PS,2000,Shooter,Fox Interactive,90000.0,60000.0,,10000.0,160000
ALIEN TRILOGY,PS,1996,Shooter,Acclaim Entertainment,240000.0,160000.0,40000.0,30000.0,470000
ALLIED GENERAL,PS,1996,Strategy,SSI,110000.0,70000.0,,10000.0,190000
ALONE IN THE DARK ONEEYED JACKS REVENGE,PS,1996,Adventure,Infogrames,170000.0,120000.0,,20000.0,310000
ALUNDRA,PS,1997,Role-Playing,Psygnosis,130000.0,90000.0,,10000.0,230000
ALUNDRA 2 A NEW LEGEND BEGINS,PS,1999,Role-Playing,Activision,150000.0,100000.0,,20000.0,270000
ANDRETTI RACING,PS,1996,Racing,Electronic Arts,430000.0,290000.0,,50000.0,770000
ANGEL BLADE NEO TOKYO GUARDIANS,PS,1997,Role-Playing,On Demand,120000.0,80000.0,,10000.0,210000
ANGELIQUE DUET,PS,1998,Strategy,Tecmo Koei,,,40000.0,,40000
ANIMANIACS TEN PIN ALLEY,PS,1998,Sports,ASC Games,360000.0,250000.0,,40000.0,660000
ANIMORPHS SHATTERED REALITY,PS,2000,Action,Infogrames,30000.0,20000.0,,,60000
APE ESCAPE,PS,1999,Platform,Sony Computer Entertainment,710000.0,480000.0,320000.0,110000.0,1630000
APOCALYPSE,PS,1998,Action,Activision,250000.0,170000.0,,30000.0,450000
AQUANAUTS HOLIDAY,PS,1995,Adventure,Sony Computer Entertainment,10000.0,10000.0,,,20000
ARC THE LAD,PS,1995,Role-Playing,Sony Computer Entertainment,,,1100000.0,10000.0,1110000
ARC THE LAD II,PS,1996,Role-Playing,Sony Computer Entertainment,,,920000.0,130000.0,1050000
ARC THE LAD III,PS,1999,Role-Playing,Sony Computer Entertainment,,,390000.0,30000.0,420000
ARCADE HITS FRISKY TOM,PS,2002,Action,Hamster Corporation,160000.0,110000.0,,20000.0,280000
ARCADE PARTY PAK,PS,1999,Misc,Midway Games,60000.0,40000.0,,10000.0,110000
AREA 51,PS,1996,Shooter,GT Interactive,400000.0,270000.0,,50000.0,720000
ARMORED CORE,PS,1997,Simulation,Sony Computer Entertainment,130000.0,90000.0,160000.0,30000.0,410000
ARMORED CORE MASTER OF ARENA,PS,1999,Simulation,From Software,70000.0,50000.0,130000.0,20000.0,260000
ARMORED CORE PROJECT PHANTASMA,PS,1997,Simulation,From Software,60000.0,40000.0,150000.0,20000.0,280000
ARMORINES PROJECT SWARM,PS,2000,Shooter,Acclaim Entertainment,50000.0,30000.0,,10000.0,80000
ARMY MEN 3D,PS,1999,Action,3DO,1100000.0,140000.0,,40000.0,1280000
ARMY MEN WORLD WAR FINAL FRONT,PS,2001,Action,3DO,240000.0,170000.0,,30000.0,440000
ARMY MEN WORLD WAR LAND SEA AIR,PS,2000,Action,3DO,170000.0,120000.0,,20000.0,300000
ARMY MEN WORLD WAR TEAM ASSAULT,PS,2001,Action,3DO,60000.0,40000.0,,10000.0,100000
ARMY MEN AIR ATTACK,PS,1999,Action,3DO,470000.0,320000.0,,60000.0,850000
ARMY MEN AIR ATTACK 2,PS,2000,Action,3DO,170000.0,110000.0,,20000.0,300000
ARMY MEN GREEN ROGUE,PS,2001,Action,3DO,40000.0,20000.0,,,70000
ARMY MEN SARGES HEROES,PS,1999,Action,3DO,310000.0,210000.0,,40000.0,560000
ARMY MEN SARGES HEROES 2,PS,2000,Shooter,3DO,140000.0,90000.0,,20000.0,240000
ARTHUR READY TO RACE,PS,2000,Racing,The Learning Company,30000.0,20000.0,,,50000
ASSAULT RIGS,PS,1996,Action,Electronic Arts Victor,20000.0,20000.0,,,40000
ASSAULT RETRIBUTION,PS,1998,Action,Telstar,70000.0,50000.0,,10000.0,130000
ASTEROIDS,PS,1998,Shooter,Success,640000.0,430000.0,,70000.0,1150000
ATARI ANNIVERSARY EDITION REDUX,PS,2000,Misc,Infogrames,100000.0,70000.0,,10000.0,180000
AUTO DESTRUCT,PS,1998,Action,Electronic Arts,40000.0,30000.0,,10000.0,80000
AZURE DREAMS,PS,1997,Role-Playing,Konami Digital Entertainment,70000.0,50000.0,,10000.0,130000
BRAHMA FORCE THE ASSAULT ON BELTLOGGER 9,PS,1996,Shooter,JVC,20000.0,10000.0,,,30000
BACKSTREET BILLIARDS,PS,1998,Misc,ASCII Entertainment,190000.0,130000.0,,20000.0,340000
BACKYARD SOCCER,PS,2001,Sports,Infogrames,70000.0,50000.0,,10000.0,130000
BAKUSOU DEKOTORA DENSETSU OTOKO IPPIKI YUME KAIDOI,PS,1998,Racing,Human Entertainment,,,360000.0,30000.0,380000
BAKUSOU KYOUDAI LETS  GO ETERNAL WINGS,PS,1998,Racing,Jaleco,,,50000.0,,50000
BALL BREAKERS,PS,2000,Action,Take-Two Interactive,100000.0,70000.0,,10000.0,180000
BALLBLAZER CHAMPIONS,PS,1997,Sports,CTO SpA,10000.0,10000.0,,,20000
BALLISTIC,PS,1999,Puzzle,Atari,20000.0,10000.0,,,40000
BARBIE EXPLORER,PS,2001,Platform,Unknown,80000.0,50000.0,,10000.0,140000
BARBIE SUPER SPORTS,PS,1999,Sports,Mattel Interactive,120000.0,80000.0,,10000.0,220000
BARBIE RACE  RIDE,PS,1999,Action,Sony Computer Entertainment,330000.0,220000.0,,40000.0,590000
BASES LOADED 96 DOUBLE HEADER,PS,1995,Sports,Jaleco,280000.0,190000.0,,30000.0,500000
BASS LANDING,PS,1999,Sports,ASCII Entertainment,210000.0,140000.0,230000.0,40000.0,620000
BASS RISE,PS,1999,Sports,Namco Bandai Games,30000.0,20000.0,,,50000
BASTARD UTSURO NARU KAMIGAMI NO UTSUWA,PS,1996,Role-Playing,Seta Corporation,,,200000.0,10000.0,210000
BATMAN  ROBIN,PS,1998,Action,Acclaim Entertainment,60000.0,40000.0,,10000.0,110000
BATMAN BEYOND RETURN OF THE JOKER,PS,2000,Action,Ubisoft,90000.0,60000.0,,10000.0,170000
BATMAN FOREVER THE ARCADE GAME,PS,1996,Action,Acclaim Entertainment,20000.0,10000.0,,,30000
BATMAN GOTHAM CITY RACER,PS,2001,Racing,Ubisoft,30000.0,20000.0,,,50000
BATTLE ARENA TOSHINDEN,PS,1994,Fighting,Sony Computer Entertainment,390000.0,260000.0,530000.0,80000.0,1270000
BATTLE ARENA TOSHINDEN 2,PS,1995,Fighting,Sony Computer Entertainment,150000.0,100000.0,410000.0,50000.0,710000
BATTLE ARENA TOSHINDEN 3,PS,1996,Fighting,Sony Computer Entertainment,60000.0,40000.0,140000.0,20000.0,270000
BATTLE HUNTER,PS,1999,Strategy,Midas Interactive Entertainment,20000.0,10000.0,,,40000
BATTLE STATIONS,PS,1997,Strategy,Electronic Arts,430000.0,290000.0,,50000.0,780000
BEATMANIA,PS,1998,Simulation,Konami Digital Entertainment,,,1070000.0,20000.0,1090000
BEATMANIA APPEND 3RDMIX,PS,1998,Simulation,Konami Digital Entertainment,,,560000.0,40000.0,600000
BEATMANIA APPEND 4THMIX THE BEAT GOES ON,PS,1999,Simulation,Konami Digital Entertainment,,,270000.0,20000.0,290000
BEATMANIA APPEND GOTTAMIX,PS,1999,Simulation,Konami Digital Entertainment,,,310000.0,20000.0,330000
BEYOND THE BEYOND,PS,1995,Role-Playing,Sony Computer Entertainment,110000.0,80000.0,350000.0,40000.0,570000
BIG AIR,PS,1999,Sports,Accolade,100000.0,70000.0,,10000.0,190000
BIG BASS FISHING,PS,2002,Action,Take-Two Interactive,,,20000.0,,20000
BIG BASS WORLD CHAMPIONSHIP,PS,1997,Sports,Starfish,200000.0,140000.0,,20000.0,360000
BIG STRIKE BOWLING,PS,2003,Sports,Gotham Games,230000.0,160000.0,,30000.0,420000
BIO FREAKS,PS,1998,Action,GT Interactive,70000.0,50000.0,,10000.0,130000
BLACK BASS WITH BLUE MARLIN,PS,1999,Sports,Starfish,60000.0,40000.0,,10000.0,110000
BLACK DAWN,PS,1996,Simulation,Virgin Interactive,70000.0,50000.0,,10000.0,130000
BLACK JACK VS MATSUDAJUN,PS,2000,Misc,Pony Canyon,30000.0,20000.0,,,50000
BLADES OF BLOOD SAMURAI SHODOWN III,PS,1995,Fighting,Sony Computer Entertainment,50000.0,30000.0,,10000.0,80000
BLAST CHAMBER,PS,1996,Shooter,Activision,50000.0,40000.0,,10000.0,100000
BLAST LACROSSE,PS,2001,Sports,Acclaim Entertainment,30000.0,20000.0,,,60000
BLAST RADIUS,PS,1998,Action,Psygnosis,40000.0,30000.0,,,70000
BLASTER MASTER BLASTING AGAIN,PS,2000,Shooter,Sunsoft,140000.0,100000.0,,20000.0,250000
BLASTO,PS,1998,Action,Sony Computer Entertainment,200000.0,130000.0,,20000.0,350000
BLAZING DRAGONS,PS,1996,Adventure,Crystal Dynamics,80000.0,60000.0,,10000.0,150000
BLOOD OMEN LEGACY OF KAIN,PS,1996,Role-Playing,Crystal Dynamics,250000.0,170000.0,,30000.0,440000
BLOODY ROAR,PS,1997,Fighting,Virgin Interactive,220000.0,150000.0,,30000.0,390000
BLOODY ROAR II,PS,1999,Fighting,Virgin Interactive,250000.0,170000.0,,30000.0,460000
BLUES CLUES BLUES BIG MUSICAL,PS,2001,Misc,THQ,280000.0,190000.0,,30000.0,500000
BOARD GAME TOP SHOP,PS,1999,Misc,Success,10000.0,10000.0,,,20000
BOB THE BUILDER CAN WE FIX IT,PS,2000,Action,THQ,310000.0,210000.0,,40000.0,570000
BOGEY DEAD 6,PS,1996,Simulation,Sony Computer Entertainment,50000.0,40000.0,,10000.0,90000
BOKU NO NATSUYASUMI,PS,2000,Adventure,Sony Computer Entertainment,,,370000.0,30000.0,400000
BOMBERMAN FANTASY RACE,PS,1998,Racing,Virgin Interactive,10000.0,10000.0,,,20000
BOMBERMAN LAND,PS,2000,Misc,Hudson Soft,,,150000.0,10000.0,160000
BOMBERMAN PARTY EDITION,PS,1998,Puzzle,Virgin Interactive,70000.0,50000.0,,10000.0,120000
BOMBERMAN WORLD,PS,1998,Puzzle,Sony Computer Entertainment,60000.0,40000.0,220000.0,20000.0,330000
BOOMBOTS,PS,1999,Fighting,SouthPeak Games,60000.0,40000.0,,10000.0,110000
BOTTOM OF THE 9TH,PS,1996,Sports,Konami Digital Entertainment,80000.0,50000.0,,10000.0,140000
BOTTOM OF THE 9TH 97,PS,1997,Sports,Konami Digital Entertainment,10000.0,10000.0,,,20000
BOTTOM OF THE 9TH 99,PS,1998,Sports,Konami Digital Entertainment,30000.0,20000.0,,,50000
BOXERS ROAD,PS,1995,Fighting,New,,,330000.0,20000.0,360000
BOXING,PS,2000,Fighting,Midas Interactive Entertainment,40000.0,30000.0,,,70000
BRAIN DEAD 13,PS,1996,Adventure,Coconuts Japan,10000.0,10000.0,,,20000
BRAVE FENCER MUSASHI,PS,1998,Role-Playing,SquareSoft,250000.0,170000.0,650000.0,70000.0,1140000
BRAVO AIR RACE,PS,1997,Racing,THQ,80000.0,50000.0,,10000.0,140000
BREAKOUT,PS,1999,Puzzle,Hasbro Interactive,60000.0,40000.0,,10000.0,110000
BREATH OF FIRE III,PS,1997,Role-Playing,Capcom,290000.0,190000.0,460000.0,70000.0,1000000
BREATH OF FIRE IV,PS,2000,Role-Playing,Capcom,110000.0,80000.0,340000.0,40000.0,560000
BREEDING STUD 2,PS,1998,Sports,Konami Digital Entertainment,,,40000.0,,40000
BRIAN LARA CRICKET,PS,1998,Sports,Codemasters,20000.0,1130000.0,10000.0,100000.0,1260000
BRIGANDINE THE LEGEND OF FORSENA,PS,1998,Strategy,Atlus,50000.0,30000.0,,10000.0,90000
BROKEN HELIX,PS,1997,Action,Konami Digital Entertainment,30000.0,20000.0,,,60000
BROKEN SWORD II THE SMOKING MIRROR,PS,1997,Adventure,Sony Computer Entertainment,30000.0,20000.0,,,60000
BRUNSWICK CIRCUIT PRO BOWLING,PS,1998,Sports,THQ,100000.0,70000.0,,10000.0,180000
BRUNSWICK CIRCUIT PRO BOWLING 2,PS,2000,Sports,THQ,60000.0,40000.0,,10000.0,110000
BUBBLE BOBBLE ALSO FEATURING RAINBOW ISLANDS,PS,1995,Puzzle,Acclaim Entertainment,40000.0,20000.0,,,60000
BUBSY 3D,PS,1996,Platform,Accolade,100000.0,70000.0,,10000.0,190000
BUGRIDERS THE RACE OF KINGS,PS,1997,Racing,GT Interactive,10000.0,10000.0,,,20000
BUGS BUNNY  TAZ TIME BUSTERS,PS,2000,Adventure,Infogrames,110000.0,80000.0,,10000.0,210000
BUGS BUNNY LOST IN TIME,PS,1999,Platform,Infogrames,220000.0,150000.0,,30000.0,400000
BUILDERS BLOCK,PS,1999,Strategy,EON Digital Entertainment,10000.0,,,,10000
BURNING ROAD,PS,1996,Racing,FunSoft,70000.0,50000.0,,10000.0,120000
BURSTRICK WAKE BOARDING,PS,2000,Sports,Natsume,150000.0,100000.0,,20000.0,270000
BUSHIDO BLADE,PS,1997,Fighting,Sony Computer Entertainment,390000.0,270000.0,430000.0,80000.0,1160000
BUSHIDO BLADE 2,PS,1998,Fighting,SquareSoft,250000.0,170000.0,220000.0,40000.0,680000
BUST A GROOVE,PS,1998,Misc,Sony Computer Entertainment,90000.0,60000.0,350000.0,40000.0,540000
BUST A GROOVE 2,PS,1999,Misc,Enix Corporation,40000.0,30000.0,180000.0,20000.0,260000
BUSTAMOVE 99,PS,1997,Puzzle,Acclaim Entertainment,180000.0,120000.0,,20000.0,320000
BUSTAMOVE 2 ARCADE EDITION,PS,1995,Puzzle,Acclaim Entertainment,110000.0,70000.0,,10000.0,200000
BUSTAMOVE 4,PS,1998,Puzzle,Acclaim Entertainment,120000.0,80000.0,,10000.0,220000
BUSTER BROS COLLECTION,PS,1997,Puzzle,Capcom,40000.0,30000.0,,,70000
BUZZ LIGHTYEAR OF STAR COMMAND,PS,2000,Platform,Activision,350000.0,240000.0,,40000.0,630000
C THE CONTRA ADVENTURE,PS,1998,Shooter,Konami Digital Entertainment,40000.0,20000.0,,,70000
CABELAS BIG GAME HUNTER ULTIMATE CHALLENGE,PS,2001,Sports,Activision Value,120000.0,80000.0,,10000.0,210000
CAESARS PALACE 2000 MILLENNIUM GOLD EDITION,PS,2000,Misc,Interplay,430000.0,290000.0,,50000.0,770000
CAESARS PALACE II,PS,1998,Misc,Interplay,140000.0,90000.0,,20000.0,250000
CAPTAIN TSUBASA ARATANARU DENSETSU JOSHOU,PS,2002,Sports,Konami Digital Entertainment,,,80000.0,10000.0,90000
CARD GAMES,PS,2000,Misc,D3Publisher,40000.0,30000.0,,,70000
CARDINAL SYN,PS,1998,Fighting,Sony Computer Entertainment,80000.0,60000.0,,10000.0,150000
CARNAGE HEART,PS,1995,Strategy,Sony Computer Entertainment,10000.0,10000.0,90000.0,10000.0,110000
CART WORLD SERIES,PS,1997,Racing,Sony Computer Entertainment,170000.0,110000.0,,20000.0,300000
CASPER,PS,1996,Adventure,Interplay,460000.0,310000.0,,50000.0,830000
CASPER FRIENDS AROUND THE WORLD,PS,2000,Action,TDK Core,100000.0,70000.0,,10000.0,180000
CASTLEVANIA CHRONICLES,PS,2001,Platform,Konami Digital Entertainment,70000.0,50000.0,,10000.0,130000
CASTLEVANIA SYMPHONY OF THE NIGHT,PS,1997,Platform,Konami Digital Entertainment,580000.0,400000.0,210000.0,80000.0,1270000
CASTROL HONDA SUPERBIKE RACING,PS,1998,Racing,THQ,70000.0,50000.0,,10000.0,130000
CENTIPEDE,PS,1998,Shooter,Atari,360000.0,250000.0,,40000.0,650000
CHAMPIONSHIP BASS,PS,1999,Sports,Electronic Arts,180000.0,120000.0,,20000.0,320000
CHAMPIONSHIP MOTOCROSS 2001 FEATURING RICKY CARMICHAEL,PS,2001,Racing,THQ,80000.0,50000.0,,10000.0,140000
CHAMPIONSHIP MOTOCROSS FEATURING RICKY CARMICHAEL,PS,1998,Racing,THQ,320000.0,220000.0,,40000.0,580000
CHAMPIONSHIP SURFER,PS,2000,Sports,Mattel Interactive,30000.0,20000.0,,,60000
CHESS,PS,2001,Strategy,Success,50000.0,40000.0,,10000.0,90000
CHESSMASTER II,PS,1998,Strategy,Mindscape,80000.0,60000.0,,10000.0,150000
CHICKEN RUN,PS,2000,Adventure,Eidos Interactive,70000.0,50000.0,,10000.0,130000
CHOCOBO RACING,PS,1999,Racing,SquareSoft,70000.0,50000.0,300000.0,30000.0,440000
CHOCOBO NO FUSHIGI DUNGEON,PS,1997,Role-Playing,SquareSoft,,,1140000.0,80000.0,1220000
CHOCOBOS DUNGEON 2,PS,1998,Role-Playing,SquareSoft,40000.0,30000.0,580000.0,50000.0,700000
CHORO Q MARINE Q BOAT,PS,1998,Racing,Takara,,,50000.0,,60000
CHORO Q2,PS,1997,Racing,Takara,,,230000.0,20000.0,250000
CHORO Q3,PS,1998,Racing,Takara,,,240000.0,20000.0,260000
CHRONICLES OF THE SWORD,PS,1996,Adventure,Psygnosis,30000.0,20000.0,,,50000
CHRONO CROSS,PS,1999,Role-Playing,SquareSoft,620000.0,420000.0,690000.0,120000.0,1860000
CIRCUIT BREAKERS,PS,1998,Racing,Mindscape,40000.0,30000.0,,,70000
CIVILIZATION II,PS,1998,Strategy,Activision,150000.0,110000.0,,20000.0,280000
CLASSIC ROAD,PS,1995,Sports,Victor Interactive,,,70000.0,,70000
CLOCK TOWER,PS,1996,Adventure,ASCII Entertainment,70000.0,50000.0,380000.0,30000.0,530000
CLOCK TOWER II THE STRUGGLE WITHIN,PS,1998,Adventure,Human Entertainment,20000.0,10000.0,120000.0,10000.0,170000
CLOCK TOWER THE FIRST FEAR,PS,1997,Adventure,Human Entertainment,,,120000.0,10000.0,120000
CODENAME TENKA,PS,1997,Shooter,Psygnosis,50000.0,30000.0,,10000.0,90000
COLIN MCRAE RALLY,PS,1998,Racing,Codemasters,90000.0,2430000.0,120000.0,220000.0,2870000
COLIN MCRAE RALLY 20,PS,2000,Racing,Codemasters,20000.0,800000.0,20000.0,70000.0,910000
COLLEGE SLAM,PS,1995,Sports,Acclaim Entertainment,100000.0,70000.0,,10000.0,190000
COLONY WARS,PS,1997,Simulation,Psygnosis,240000.0,160000.0,,30000.0,420000
COLONY WARS III RED SUN,PS,2000,Simulation,Psygnosis,70000.0,50000.0,,10000.0,120000
COLONY WARS VENGEANCE,PS,1998,Simulation,Psygnosis,130000.0,90000.0,,20000.0,230000
COMBINATION PRO SOCCER JLEAGUE NO KANTOKU NI NATTE SEKAI WO MEZASE,PS,1998,Sports,Axela,,,240000.0,20000.0,250000
COMMAND  CONQUER,PS,1996,Strategy,Virgin Interactive,220000.0,150000.0,,30000.0,400000
COMMAND  CONQUER RED ALERT,PS,1997,Strategy,Virgin Interactive,230000.0,160000.0,,30000.0,410000
COMMAND  CONQUER RED ALERT RETALIATION,PS,1998,Strategy,Virgin Interactive,390000.0,270000.0,,50000.0,700000
CONTENDER 2,PS,2000,Fighting,3DO,310000.0,210000.0,,40000.0,550000
CONTRA LEGACY OF WAR,PS,1996,Shooter,Konami Digital Entertainment,370000.0,250000.0,,40000.0,670000
COOL BOARDERS,PS,1996,Sports,Sony Computer Entertainment,100000.0,70000.0,240000.0,30000.0,430000
COOL BOARDERS 2,PS,1997,Sports,UEP Systems,1520000.0,460000.0,200000.0,80000.0,2250000
COOL BOARDERS 2001,PS,2000,Sports,Sony Computer Entertainment,230000.0,160000.0,,30000.0,410000
COOL BOARDERS 3,PS,1998,Sports,989 Studios,1650000.0,460000.0,100000.0,100000.0,2310000
COOL BOARDERS 4,PS,1998,Sports,989 Studios,650000.0,440000.0,,80000.0,1170000
COUNTDOWN VAMPIRES,PS,1999,Adventure,Namco Bandai Games,20000.0,10000.0,,,40000
COURIER CRISIS,PS,1997,Racing,BMG Interactive Entertainment,90000.0,60000.0,,10000.0,150000
COVERT OPS NUCLEAR DAWN,PS,2000,Action,Sony Computer Entertainment,130000.0,90000.0,,20000.0,240000
CRASH BANDICOOT,PS,1996,Platform,Sony Computer Entertainment,3230000.0,2350000.0,940000.0,300000.0,6820000
CRASH BANDICOOT 2 CORTEX STRIKES BACK,PS,1997,Platform,Sony Computer Entertainment,3780000.0,2170000.0,1310000.0,310000.0,7580000
CRASH BANDICOOT 3 WARPED,PS,1998,Platform,Sony Computer Entertainment,3680000.0,1750000.0,1420000.0,280000.0,7130000
CRASH BASH,PS,2000,Misc,Sony Computer Entertainment,1560000.0,1470000.0,190000.0,170000.0,3390000
CRASH TEAM RACING,PS,1999,Racing,Sony Computer Entertainment,2570000.0,1570000.0,440000.0,210000.0,4790000
CRIME CRACKERS,PS,1994,Role-Playing,Sony Computer Entertainment,,,90000.0,10000.0,100000
CRIME KILLER,PS,1998,Racing,Interplay,70000.0,40000.0,,10000.0,120000
CRITICAL DEPTH,PS,1997,Action,GT Interactive,130000.0,90000.0,,10000.0,230000
CRITICOM,PS,1996,Fighting,Vic Tokai,70000.0,50000.0,,10000.0,120000
CROC 2,PS,1999,Platform,Fox Interactive,410000.0,280000.0,,50000.0,730000
CROC LEGEND OF THE GOBBOS,PS,1997,Platform,Fox Interactive,1570000.0,1790000.0,,200000.0,3560000
CROSSROAD CRISIS,PS,2000,Puzzle,Success,10000.0,,,,10000
CRUSADER NO REMORSE,PS,1996,Adventure,Electronic Arts,30000.0,20000.0,,,50000
CRUSADERS OF MIGHT AND MAGIC,PS,1999,Role-Playing,3DO,140000.0,100000.0,,20000.0,250000
CRYPT KILLER,PS,1997,Shooter,Konami Digital Entertainment,20000.0,10000.0,,,40000
CYBER SLED,PS,1995,Action,Sony Computer Entertainment,,,130000.0,10000.0,140000
CYBERTIGER,PS,1998,Sports,Electronic Arts,330000.0,220000.0,,40000.0,590000
CYBERIA,PS,1995,Action,Interplay,50000.0,30000.0,,10000.0,90000
D,PS,1995,Adventure,Acclaim Entertainment,,,100000.0,10000.0,110000
DX GAME OF LIFE,PS,1996,Misc,Takara,,,270000.0,20000.0,290000
DX GAME OF LIFE 2,PS,1997,Misc,Takara,,,310000.0,20000.0,330000
DAI4JI SUPER ROBOT TAISEN S,PS,1996,Strategy,Banpresto,,,480000.0,30000.0,510000
DANCE DANCE REVOLUTION JAPAN,PS,1999,Simulation,Konami Digital Entertainment,,,1260000.0,90000.0,1350000
DANCE DANCE REVOLUTION NORTH AMERICA,PS,2001,Simulation,Konami Digital Entertainment,80000.0,60000.0,,10000.0,150000
DANCE DANCE REVOLUTION 2ND REMIX,PS,1999,Simulation,Konami Digital Entertainment,,,900000.0,60000.0,960000
DANCE DANCE REVOLUTION 3RDMIX,PS,2000,Simulation,Konami Digital Entertainment,,,330000.0,20000.0,360000
DANCE DANCE REVOLUTION DISNEY MIX,PS,2000,Simulation,Konami Digital Entertainment,20000.0,20000.0,,,40000
DANCE DANCE REVOLUTION EXTRA MIX,PS,2001,Simulation,Konami Digital Entertainment,,,20000.0,,20000
DANCING BLADE II TEARS OF EDEN,PS,1999,Adventure,Konami Digital Entertainment,,,30000.0,,30000
DARKLIGHT CONFLICT,PS,1997,Simulation,Electronic Arts,20000.0,10000.0,,,40000
DARKSTALKERS 3,PS,1998,Fighting,Capcom,110000.0,70000.0,,10000.0,190000
DARKSTONE,PS,2001,Role-Playing,Electronic Arts,370000.0,250000.0,,40000.0,660000
DAVE MIRRA FREESTYLE BMX,PS,2000,Sports,Acclaim Entertainment,910000.0,110000.0,,30000.0,1050000
DAVE MIRRA FREESTYLE BMX MAXIMUM REMIX,PS,2001,Sports,Acclaim Entertainment,150000.0,100000.0,,20000.0,270000
DEAD BALL ZONE,PS,1998,Sports,GT Interactive,20000.0,20000.0,,,40000
DEAD IN THE WATER,PS,1999,Action,ASC Games,30000.0,20000.0,,,50000
DEAD OR ALIVE,PS,1998,Fighting,Sony Computer Entertainment,90000.0,60000.0,100000.0,20000.0,280000
DEATHTRAP DUNGEON,PS,1998,Action,Eidos Interactive,190000.0,130000.0,,20000.0,330000
DECEPTION III DARK DELUSION,PS,1999,Role-Playing,Tecmo Koei,20000.0,10000.0,,,40000
DEFCON 5,PS,1995,Shooter,Psygnosis,40000.0,30000.0,,,70000
DEMOLITION RACER,PS,1998,Racing,Infogrames,170000.0,120000.0,,20000.0,310000
DENSHA DE GO,PS,1997,Simulation,Taito,,,1020000.0,70000.0,1090000
DENSHA DE GO 2,PS,1999,Simulation,Taito,,,380000.0,30000.0,410000
DERBY STALLION,PS,1997,Sports,ASCII Entertainment,,,1960000.0,140000.0,2089999
DERBY STALLION 99,PS,1999,Sports,ASCII Entertainment,,,1060000.0,70000.0,1130000
DESCENT,PS,1996,Shooter,Interplay,110000.0,70000.0,,10000.0,190000
DESCENT MAXIMUM,PS,1997,Shooter,Interplay Productions,50000.0,40000.0,,10000.0,100000
DESTREGA,PS,1998,Fighting,Sony Computer Entertainment,40000.0,30000.0,,,70000
DESTRUCTION DERBY,PS,1995,Racing,Psygnosis,500000.0,340000.0,,60000.0,900000
DESTRUCTION DERBY 2,PS,1996,Racing,Psygnosis,650000.0,440000.0,,80000.0,1170000
DESTRUCTION DERBY RAW,PS,2000,Racing,Sony Computer Entertainment,80000.0,50000.0,,10000.0,140000
DETANA TWINBEE YAHHO DELUXE PACK,PS,1995,Shooter,Konami Digital Entertainment,,,80000.0,10000.0,90000
DETECTIVE BARBIE THE MYSTERY CRUISE,PS,1999,Adventure,Mattel Interactive,80000.0,50000.0,,10000.0,140000
DEVIL DICE,PS,1998,Puzzle,THQ,50000.0,30000.0,1100000.0,80000.0,1260000
DIABLO,PS,1997,Role-Playing,Electronic Arts,290000.0,190000.0,70000.0,40000.0,580000
DIE HARD TRILOGY,PS,1996,Shooter,Fox Interactive,850000.0,580000.0,,100000.0,1540000
DIE HARD TRILOGY 2 VIVA LAS VEGAS,PS,1999,Action,Fox Interactive,270000.0,180000.0,,30000.0,490000
DIGIMON DIGITAL CARD BATTLE,PS,1999,Strategy,Namco Bandai Games,60000.0,40000.0,,10000.0,110000
DIGIMON RUMBLE ARENA,PS,2001,Fighting,Namco Bandai Games,10000.0,10000.0,,,20000
DIGIMON WORLD,PS,1999,Role-Playing,Namco Bandai Games,560000.0,380000.0,280000.0,80000.0,1300000
