,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
1130,Mat Hoffman's Pro BMX,PS,2001,Sports,Activision,"$300,000","$200,000",$0,"$40,000","$540,000"
1131,Maximum Force,PS,1997,Shooter,GT Interactive,"$60,000","$40,000",$0,"$10,000","$110,000"
1132,McGrath Vs. Pastrana Freestyle Motocross,PS,2000,Racing,Acclaim Entertainment,"$140,000","$100,000",$0,"$20,000","$260,000"
1133,MechWarrior 2: 31st Century Combat,PS,1997,Simulation,Activision,"$200,000","$140,000",$0,"$20,000","$360,000"
1134,Medal of Honor,PS,1998,Shooter,Electronic Arts,"$1,440,000","$1,090,000",$0,"$140,000","$2,670,000"
1135,Medal of Honor: Underground,PS,2000,Shooter,Electronic Arts,"$540,000","$370,000",$0,"$60,000","$970,000"
1136,MediEvil,PS,1998,Platform,Sony Computer Entertainment,"$460,000","$310,000",$0,"$50,000","$830,000"
1137,MediEvil II,PS,1999,Action,Sony Computer Entertainment,"$210,000","$140,000",$0,"$20,000","$380,000"
1138,Mega Man 8 Anniversary Collector's Edition,PS,1996,Platform,Capcom,"$440,000","$300,000","$90,000","$60,000","$880,000"
1139,Mega Man Legends,PS,1997,Adventure,Capcom,"$390,000","$260,000","$120,000","$50,000","$830,000"
1140,Mega Man Legends 2,PS,2000,Adventure,Capcom,"$170,000","$120,000","$100,000","$30,000","$420,000"
1141,Mega Man X4,PS,1996,Action,Virgin Interactive,"$450,000","$300,000","$220,000","$70,000","$1,040,000"
1142,Mega Man X5,PS,2000,Platform,Capcom,"$300,000","$210,000","$200,000","$50,000","$750,000"
1143,Mega Man X6,PS,2001,Action,Capcom,"$140,000","$100,000","$160,000","$30,000","$420,000"
1144,Mega Man: Battle & Chase,PS,1997,Racing,Capcom,$0,$0,"$60,000",$0,"$70,000"
1145,Men in Black The Series: Crashdown,PS,2001,Shooter,Infogrames,"$30,000","$20,000",$0,$0,"$60,000"
1146,Meru Purana,PS,1996,Strategy,Gust,$0,$0,"$10,000",$0,"$10,000"
1147,Metal Gear Solid,PS,1998,Action,Konami Digital Entertainment,"$3,180,000","$1,830,000","$780,000","$240,000","$6,030,000"
1148,Metal Gear Solid Integral,PS,1999,Adventure,Konami Digital Entertainment,$0,$0,"$100,000","$10,000","$110,000"
1149,Metal Gear Solid VR Missions,PS,1999,Adventure,Konami Digital Entertainment,"$660,000","$450,000",$0,"$80,000","$1,180,000"
1150,Metal Slug X,PS,2001,Shooter,Virgin Interactive,"$50,000","$30,000",$0,"$10,000","$90,000"
1151,Micro Machines V3,PS,1997,Racing,Codemasters,"$60,000","$40,000",$0,"$10,000","$100,000"
1152,Midway Presents Arcade's Greatest Hits: The Atari Collection 1,PS,1996,Misc,GT Interactive,"$520,000","$360,000",$0,"$60,000","$940,000"
1153,Missile Command,PS,1999,Shooter,Atari,"$250,000","$170,000",$0,"$30,000","$450,000"
1154,Mission: Impossible,PS,1999,Action,Infogrames,"$290,000","$200,000",$0,"$30,000","$520,000"
1155,Mobil 1 Rally Championship,PS,2000,Racing,Electronic Arts,"$70,000","$40,000",$0,"$10,000","$120,000"
1156,Mobile Suit Gundam,PS,1995,Action,Namco Bandai Games,$0,$0,"$420,000","$30,000","$450,000"
1157,Mobile Suit Gundam version 2.0,PS,1996,Action,Namco Bandai Games,$0,$0,"$360,000","$20,000","$380,000"
1158,Mobile Suit Gundam: Giren no Yabou- Zeon no Keifu,PS,2000,Strategy,Namco Bandai Games,$0,$0,"$540,000","$40,000","$570,000"
1159,Mobile Suit Gundam: Perfect One Year War,PS,1997,Strategy,Namco Bandai Games,$0,$0,"$140,000","$10,000","$150,000"
1160,Mobile Suit Z-Gundam,PS,1997,Action,Namco Bandai Games,$0,$0,"$340,000","$20,000","$360,000"
1161,Momotarou Dentetsu 7,PS,1997,Simulation,Hudson Entertainment,$0,$0,"$740,000","$50,000","$790,000"
1162,Momotarou Dentetsu V,PS,1999,Misc,Hudson Entertainment,$0,$0,"$440,000","$30,000","$470,000"
1163,Monkey Hero,PS,1998,Action,Take-Two Interactive,"$40,000","$30,000",$0,$0,"$80,000"
1164,Monopoly,PS,1997,Misc,Hasbro Interactive,"$1,180,000","$270,000",$0,"$50,000","$1,510,000"
1165,Monster Rancher,PS,1997,Simulation,Tecmo Koei,"$120,000","$80,000","$740,000","$70,000","$1,010,000"
1166,Monster Rancher 2,PS,1998,Simulation,Sony Computer Entertainment,"$190,000","$130,000","$660,000","$70,000","$1,050,000"
1167,Monster Rancher Battle Card: Episode II,PS,2000,Action,Tecmo Koei,"$40,000","$30,000",$0,$0,"$70,000"
1168,Monster Rancher Hop-A-Bout,PS,2000,Action,Tecmo Koei,"$20,000","$10,000",$0,$0,"$30,000"
1169,"Monsters, Inc. Scream Team",PS,2001,Platform,Sony Computer Entertainment,"$310,000","$210,000",$0,"$40,000","$560,000"
1170,Moon,PS,1997,Adventure,ASCII Entertainment,$0,$0,"$170,000","$10,000","$180,000"
1171,Mortal Kombat 3,PS,1995,Fighting,Sony Computer Entertainment,"$290,000","$200,000","$20,000","$40,000","$550,000"
1172,Mortal Kombat 4,PS,1998,Fighting,GT Interactive,"$810,000","$550,000",$0,"$100,000","$1,460,000"
1173,Mortal Kombat Mythologies: Sub-Zero,PS,1997,Fighting,GT Interactive,"$380,000","$260,000",$0,"$40,000","$680,000"
1174,Mortal Kombat Trilogy,PS,1996,Fighting,GT Interactive,"$1,980,000","$700,000",$0,"$110,000","$2,790,000"
1175,Mortal Kombat: Special Forces,PS,2000,Fighting,Midway Games,"$120,000","$80,000",$0,"$10,000","$210,000"
1176,Moto Racer,PS,1997,Racing,Electronic Arts,"$450,000","$300,000",$0,"$50,000","$800,000"
1177,Moto Racer 2,PS,1997,Racing,Electronic Arts,"$390,000","$260,000",$0,"$50,000","$690,000"
1178,Moto Racer World Tour,PS,2000,Racing,Sony Computer Entertainment,"$210,000","$140,000",$0,"$20,000","$380,000"
1179,Motocross Mania,PS,2001,Racing,Take-Two Interactive,"$440,000","$300,000",$0,"$50,000","$790,000"
1180,Motor Toon Grand Prix (Japan),PS,1994,Racing,Sony Computer Entertainment,$0,$0,"$60,000",$0,"$70,000"
1181,MotorHead,PS,1998,Racing,Gremlin Interactive Ltd,"$20,000","$10,000",$0,$0,"$30,000"
1182,Mr. Driller,PS,1999,Puzzle,Namco Bandai Games,"$20,000","$10,000",$0,$0,"$40,000"
1183,Ms. Pac-Man Maze Madness,PS,2000,Puzzle,Namco Bandai Games,"$250,000","$170,000",$0,"$30,000","$440,000"
1184,Muppet RaceMania,PS,1999,Racing,Sony Computer Entertainment,"$90,000","$60,000",$0,"$10,000","$150,000"
1185,Myst,PS,1995,Adventure,Psygnosis,$0,$0,"$70,000",$0,"$70,000"
1186,N2O: Nitrous Oxide,PS,1998,Racing,Gremlin Interactive Ltd,"$90,000","$60,000",$0,"$10,000","$160,000"
1187,NASCAR 2000,PS,1999,Racing,Electronic Arts,"$880,000","$600,000",$0,"$100,000","$1,590,000"
1188,NASCAR 2001,PS,2000,Racing,Electronic Arts,"$450,000","$310,000",$0,"$50,000","$810,000"
1189,NASCAR 98,PS,1996,Racing,Electronic Arts,"$1,430,000","$50,000",$0,"$40,000","$1,520,000"
1190,NASCAR 99,PS,1998,Racing,Electronic Arts,"$1,450,000","$40,000",$0,"$40,000","$1,520,000"
1191,NASCAR Heat,PS,2000,Racing,Hasbro Interactive,"$220,000","$150,000",$0,"$30,000","$390,000"
1192,NASCAR Racing,PS,1996,Racing,Pioneer LDC,"$230,000","$160,000",$0,"$30,000","$410,000"
1193,NASCAR Rumble,PS,2000,Racing,Electronic Arts,"$310,000","$210,000",$0,"$40,000","$560,000"
1194,NASCAR Thunder 2002,PS,2001,Racing,Electronic Arts,"$230,000","$160,000",$0,"$30,000","$420,000"
1195,NBA Hangtime,PS,1996,Sports,Midway Games,"$30,000","$20,000",$0,$0,"$60,000"
1196,NBA Hoopz,PS,2001,Sports,Midway Games,"$70,000","$50,000",$0,"$10,000","$130,000"
1197,NBA In The Zone,PS,1995,Sports,Konami Digital Entertainment,"$160,000","$110,000",$0,"$20,000","$280,000"
1198,NBA Jam Extreme,PS,1996,Sports,Acclaim Entertainment,"$120,000","$80,000",$0,"$10,000","$220,000"
1199,NBA Jam Tournament Edition,PS,1995,Sports,Acclaim Entertainment,"$140,000","$90,000",$0,"$20,000","$250,000"
1200,NBA Live 2000,PS,1998,Sports,Electronic Arts,"$1,430,000","$50,000",$0,"$30,000","$1,520,000"
1201,NBA Live 2001,PS,2000,Sports,Electronic Arts,"$700,000","$470,000",$0,"$80,000","$1,250,000"
1202,NBA Live 2002,PS,2001,Sports,Electronic Arts,"$290,000","$190,000",$0,"$30,000","$520,000"
1203,NBA Live 96,PS,1996,Sports,Electronic Arts,"$160,000","$110,000","$40,000","$20,000","$330,000"
1204,NBA Live 97,PS,1996,Sports,Electronic Arts,"$550,000","$380,000",$0,"$70,000","$1,000,000"
1205,NBA Live 98,PS,1997,Sports,Electronic Arts,"$1,410,000","$60,000",$0,"$40,000","$1,510,000"
1206,NBA Live 99,PS,1997,Sports,Electronic Arts,"$1,130,000","$50,000",$0,"$30,000","$1,220,000"
1207,NBA ShootOut,PS,1995,Sports,Sony Computer Entertainment,"$170,000","$120,000",$0,"$20,000","$310,000"
1208,NBA ShootOut '97,PS,1997,Sports,Sony Computer Entertainment,"$350,000","$240,000",$0,"$40,000","$620,000"
1209,NBA ShootOut 2000,PS,1999,Sports,989 Studios,"$220,000","$150,000",$0,"$30,000","$400,000"
1210,NBA ShootOut 2001,PS,2000,Sports,Sony Computer Entertainment,"$150,000","$100,000",$0,"$20,000","$270,000"
1211,NBA ShootOut 2002,PS,2001,Sports,Sony Computer Entertainment,"$80,000","$50,000",$0,"$10,000","$140,000"
1212,NBA ShootOut 98,PS,1998,Sports,Sony Computer Entertainment,"$430,000","$290,000",$0,"$50,000","$780,000"
1213,NBA Showtime: NBA on NBC,PS,1999,Sports,Midway Games,"$310,000","$210,000",$0,"$40,000","$550,000"
1214,NBA in the Zone 2000,PS,2000,Sports,Konami Digital Entertainment,"$120,000","$80,000",$0,"$10,000","$210,000"
1215,NCAA Basketball Final Four 97,PS,1997,Sports,Mindscape,"$80,000","$50,000",$0,"$10,000","$140,000"
1216,NCAA Final Four 2000,PS,1999,Sports,989 Sports,"$210,000","$140,000",$0,"$20,000","$380,000"
1217,NCAA Final Four 2001,PS,2000,Sports,Sony Computer Entertainment,"$90,000","$60,000",$0,"$10,000","$160,000"
1218,NCAA Football 2000,PS,1999,Sports,Electronic Arts,"$530,000","$360,000",$0,"$60,000","$950,000"
1219,NCAA Football 2001,PS,2000,Sports,Electronic Arts,"$390,000","$260,000",$0,"$50,000","$700,000"
1220,NCAA Football 98,PS,1997,Sports,Electronic Arts,"$390,000","$270,000",$0,"$50,000","$700,000"
1221,NCAA Football 99,PS,1998,Sports,Electronic Arts,"$590,000","$400,000",$0,"$70,000","$1,060,000"
1222,NCAA GameBreaker 2000,PS,1999,Sports,989 Studios,"$220,000","$150,000",$0,"$30,000","$400,000"
1223,NCAA GameBreaker 2001,PS,2000,Sports,Sony Computer Entertainment,"$180,000","$120,000",$0,"$20,000","$330,000"
1224,NCAA Gamebreaker,PS,1996,Sports,Sony Computer Entertainment,"$150,000","$100,000",$0,"$20,000","$260,000"
1225,NCAA Gamebreaker 99,PS,1998,Sports,989 Studios,"$250,000","$170,000",$0,"$30,000","$450,000"
1226,NFL Blitz,PS,1998,Sports,Midway Games,"$1,410,000","$50,000",$0,"$40,000","$1,500,000"
1227,NFL Blitz 2000,PS,1998,Sports,Midway Games,"$600,000","$410,000",$0,"$70,000","$1,090,000"
1228,NFL Blitz 2001,PS,2000,Sports,Midway Games,"$330,000","$220,000",$0,"$40,000","$590,000"
1229,NFL GameDay,PS,1995,Sports,Sony Computer Entertainment,"$470,000","$320,000",$0,"$60,000","$850,000"
1230,NFL GameDay '97,PS,1996,Sports,Sony Computer Entertainment,"$480,000","$330,000",$0,"$60,000","$870,000"
1231,NFL GameDay 2000,PS,1999,Sports,989 Studios,"$1,000,000","$680,000",$0,"$120,000","$1,800,000"
1232,NFL GameDay 2001,PS,2000,Sports,Sony Computer Entertainment,"$560,000","$380,000",$0,"$70,000","$1,000,000"
1233,NFL GameDay 2002,PS,2001,Sports,Sony Computer Entertainment,"$230,000","$150,000",$0,"$30,000","$400,000"
1234,NFL GameDay 98,PS,1997,Sports,Sony Computer Entertainment,"$1,580,000","$60,000",$0,"$40,000","$1,680,000"
1235,NFL GameDay 99,PS,1998,Sports,989 Studios,"$1,440,000","$50,000",$0,"$40,000","$1,530,000"
1236,NFL Quarterback Club 97,PS,1996,Sports,Acclaim Entertainment,"$120,000","$80,000",$0,"$10,000","$220,000"
1237,NFL Xtreme,PS,1998,Sports,Sony Computer Entertainment,"$380,000","$260,000",$0,"$50,000","$690,000"
1238,NFL Xtreme 2,PS,1999,Sports,989 Studios,"$270,000","$180,000",$0,"$30,000","$480,000"
1239,NHL 2000,PS,1998,Sports,Electronic Arts,"$480,000","$330,000",$0,"$60,000","$870,000"
1240,NHL 2001,PS,2000,Sports,Electronic Arts,"$350,000","$240,000",$0,"$40,000","$630,000"
1241,NHL 97,PS,1996,Sports,Electronic Arts,"$260,000","$180,000",$0,"$30,000","$470,000"
1242,NHL 98,PS,1997,Sports,Electronic Arts,"$510,000","$350,000",$0,"$60,000","$920,000"
1243,NHL 99,PS,1997,Sports,Electronic Arts,"$590,000","$400,000",$0,"$70,000","$1,070,000"
1244,NHL Blades of Steel 2000,PS,1999,Sports,Konami Digital Entertainment,"$20,000","$10,000",$0,$0,"$40,000"
1245,NHL Breakaway 98,PS,1996,Sports,Acclaim Entertainment,"$80,000","$50,000",$0,"$10,000","$140,000"
1246,NHL Championship 2000,PS,1998,Sports,Fox Interactive,"$120,000","$80,000",$0,"$10,000","$220,000"
1247,NHL FaceOff,PS,1994,Sports,Sony Computer Entertainment,"$250,000","$170,000",$0,"$30,000","$450,000"
1248,NHL FaceOff '97,PS,1996,Sports,Sony Computer Entertainment,"$260,000","$170,000",$0,"$30,000","$460,000"
1249,NHL FaceOff 2000,PS,1998,Sports,Sony Computer Entertainment,"$170,000","$120,000",$0,"$20,000","$310,000"
1250,NHL FaceOff 2001,PS,2000,Sports,Sony Computer Entertainment,"$130,000","$90,000",$0,"$20,000","$230,000"
1251,NHL FaceOff 98,PS,1997,Sports,Sony Computer Entertainment,"$280,000","$190,000",$0,"$30,000","$510,000"
1252,NHL FaceOff 99,PS,1997,Sports,989 Studios,"$240,000","$160,000",$0,"$30,000","$430,000"
1253,NHL Open Ice,PS,1996,Sports,Midway Games,"$40,000","$30,000",$0,$0,"$70,000"
1254,NHL Powerplay '96,PS,1996,Sports,Virgin Interactive,"$60,000","$40,000",$0,"$10,000","$120,000"
1255,NHL Powerplay 98,PS,1997,Sports,Virgin Interactive,"$30,000","$20,000",$0,$0,"$50,000"
1256,NHL Rock the Rink,PS,1999,Sports,Electronic Arts,"$140,000","$100,000",$0,"$20,000","$260,000"
1257,NOëL: La Neige,PS,1998,Adventure,Pioneer LDC,$0,$0,"$70,000",$0,"$70,000"
1258,NOëL: NOT DiGITAL,PS,1996,Adventure,Pioneer LDC,$0,$0,"$200,000","$10,000","$210,000"
1259,Nagano Winter Olympics '98,PS,1997,Sports,Konami Digital Entertainment,"$70,000","$50,000",$0,"$10,000","$130,000"
1260,Namco Museum Vol.1,PS,1995,Misc,Sony Computer Entertainment,"$2,120,000","$1,440,000","$220,000","$60,000","$3,840,000"
1261,Namco Museum Vol.2,PS,1996,Misc,Sony Computer Entertainment,"$30,000","$20,000","$210,000","$20,000","$290,000"
1262,Namco Museum Vol.3,PS,1996,Misc,Sony Computer Entertainment,"$2,280,000","$1,550,000","$160,000","$60,000","$4,050,000"
1263,Namco Museum Vol.4,PS,1996,Misc,Sony Computer Entertainment,"$20,000","$10,000","$160,000","$10,000","$200,000"
1264,Namco Museum Vol.5,PS,1996,Misc,Sony Computer Entertainment,"$20,000","$10,000","$120,000","$10,000","$150,000"
1265,Namco Soccer Prime Goal,PS,1995,Sports,Sony Computer Entertainment,$0,$0,"$120,000","$10,000","$130,000"
1266,Namco Tennis Smash Court,PS,1995,Sports,Sony Computer Entertainment,$0,$0,"$230,000","$20,000","$240,000"
1267,Nanotek Warrior,PS,1997,Shooter,Virgin Interactive,"$10,000","$10,000",$0,$0,"$30,000"
1268,Nectaris: Military Madness,PS,1998,Strategy,Hudson Soft,"$20,000","$10,000",$0,$0,"$30,000"
1269,Need For Speed: High Stakes,PS,1999,Racing,Electronic Arts,"$1,580,000","$640,000",$0,"$90,000","$2,310,000"
1270,Need for Speed III: Hot Pursuit,PS,1998,Racing,Electronic Arts,"$2,140,000","$860,000",$0,"$130,000","$3,120,000"
1271,Need for Speed: Porsche Unleashed,PS,1999,Racing,Electronic Arts,"$430,000","$290,000",$0,"$50,000","$770,000"
1272,Need for Speed: V-Rally,PS,1997,Racing,Infogrames,"$430,000","$290,000","$90,000","$60,000","$870,000"
1273,Neo Atlas,PS,1998,Strategy,ArtDink,$0,$0,"$90,000","$10,000","$90,000"
1274,NickToons: Racing,PS,2001,Racing,Hasbro Interactive,"$90,000","$60,000",$0,"$10,000","$170,000"
1275,Night Head: The Labyrinth,PS,1995,Adventure,Fuji,$0,$0,"$30,000",$0,"$30,000"
1276,Nightmare Creatures,PS,1997,Action,Sony Computer Entertainment,"$350,000","$240,000",$0,"$40,000","$630,000"
1277,Nightmare Creatures II,PS,2000,Action,Konami Digital Entertainment,"$90,000","$60,000",$0,"$10,000","$170,000"
1278,Ninja: Shadow of Darkness,PS,1998,Action,Eidos Interactive,"$210,000","$140,000",$0,"$20,000","$380,000"
1279,No Fear Downhill Mountain Biking,PS,1998,Sports,Codemasters,"$70,000","$50,000",$0,"$10,000","$130,000"
1280,No One Can Stop Mr. Domino!,PS,1998,Misc,JVC,"$40,000","$30,000",$0,$0,"$80,000"
1281,No.1 Muscle Ranking - Kinniku Banzuke Vol. 1: Oregasaikyouno Otokoda!,PS,1999,Sports,Konami Digital Entertainment,$0,$0,"$300,000","$20,000","$320,000"
1282,No.1 Muscle Ranking - Kinniku Banzuke Vol. 2: Aratanarugenkai Enochousen!,PS,2000,Sports,Konami Digital Entertainment,$0,$0,"$140,000","$10,000","$150,000"
1283,Nobunaga no Yabou: Reppuuden,PS,1999,Strategy,Tecmo Koei,$0,$0,"$190,000","$10,000","$200,000"
1284,Norse by Norsewest: The Return of the Lost Vikings,PS,1997,Action,Interplay,"$40,000","$30,000",$0,$0,"$70,000"
1285,Novastorm,PS,1995,Shooter,Psygnosis,"$20,000","$20,000",$0,$0,"$40,000"
1286,Nuclear Strike,PS,1997,Simulation,Electronic Arts,"$660,000","$450,000",$0,"$80,000","$1,190,000"
1287,O.D.T.: Escape... Or Die Trying,PS,1997,Adventure,Psygnosis,"$70,000","$50,000",$0,"$10,000","$120,000"
1288,Oddworld: Abe's Exoddus,PS,1998,Platform,GT Interactive,"$550,000","$380,000",$0,"$60,000","$990,000"
1289,Oddworld: Abe's Oddysee,PS,1997,Platform,GT Interactive,"$750,000","$440,000",$0,"$60,000","$1,240,000"
1290,Off-World Interceptor Extreme,PS,1995,Racing,Crystal Dynamics,"$90,000","$60,000",$0,"$10,000","$170,000"
1291,Ogre Battle Saga Episode Five: The March of the Black Queen,PS,1996,Role-Playing,ArtDink,"$60,000","$40,000","$90,000","$10,000","$200,000"
1292,Ogre Battle Series: Tactics Ogre,PS,1997,Role-Playing,Atlus,"$40,000","$30,000",$0,"$10,000","$80,000"
1293,Ojyousama Express,PS,1998,Strategy,Media Works,$0,$0,"$60,000",$0,"$60,000"
1294,Olympic Soccer: Atlanta 1996,PS,1996,Sports,U.S. Gold,"$30,000","$20,000",$0,$0,"$50,000"
1295,Olympic Summer Games: Atlanta 1996,PS,1996,Sports,U.S. Gold,"$60,000","$40,000",$0,"$10,000","$100,000"
1296,Omega Boost,PS,1999,Shooter,Sony Computer Entertainment,"$170,000","$110,000","$200,000","$30,000","$520,000"
1297,One Piece Mansion,PS,2001,Action,Capcom,"$10,000","$10,000",$0,$0,"$20,000"
1298,One Piece: Grand Battle!,PS,2001,Fighting,Atari,$0,$0,"$460,000","$30,000","$490,000"
1299,Option Tuning Car Battle,PS,1998,Racing,MTO,$0,$0,"$90,000","$10,000","$100,000"
1300,OverBlood,PS,1996,Action,Electronic Arts,"$50,000","$40,000","$210,000","$20,000","$320,000"
1301,OverBlood 2,PS,1998,Action,Evolution Games,$0,$0,"$60,000",$0,"$70,000"
1302,PGA Tour 96,PS,1995,Sports,Electronic Arts,"$130,000","$90,000",$0,"$20,000","$240,000"
1303,PGA Tour 97,PS,1996,Sports,Electronic Arts,"$160,000","$110,000",$0,"$20,000","$290,000"
1304,PO'ed,PS,1996,Shooter,Time Warner Interactive,"$20,000","$10,000",$0,$0,"$40,000"
1305,PaRappa The Rapper,PS,1996,Misc,Sony Computer Entertainment,"$260,000","$160,000","$1,460,000","$30,000","$1,920,000"
1306,Pac-Man World,PS,1998,Action,Namco Bandai Games,"$1,210,000","$140,000","$100,000","$40,000","$1,500,000"
1307,Pachi-Slot Aruze Oukoku 2,PS,1999,Misc,Aruze Corp,$0,$0,"$500,000","$40,000","$540,000"
1308,Pachi-Slot Aruze Oukoku 3,PS,2000,Misc,Aruze Corp,$0,$0,"$100,000","$10,000","$110,000"
1309,Pachi-Slot Aruze Oukoku 4,PS,2000,Misc,Aruze Corp,$0,$0,"$490,000","$30,000","$530,000"
1310,Pachi-Slot Kanzen Kouryaku 3: Universal Koushiki Gaido Volume 3,PS,1998,Misc,Syscom,$0,$0,"$150,000","$10,000","$160,000"
1311,Pajama Sam: You are What You Eat From Your Head to Your Feet,PS,2001,Adventure,Infogrames,"$20,000","$10,000",$0,$0,"$40,000"
1312,Pandemonium 2,PS,1997,Platform,BMG Interactive Entertainment,"$40,000","$20,000",$0,$0,"$70,000"
1313,Pandemonium!,PS,1996,Platform,BMG Interactive Entertainment,"$120,000","$80,000",$0,"$10,000","$210,000"
1314,Panzer General,PS,1995,Strategy,Mindscape,"$140,000","$90,000",$0,"$20,000","$240,000"
1315,Parasite Eve,PS,1998,Role-Playing,SquareSoft,"$940,000","$70,000","$1,050,000","$40,000","$2,100,000"
1316,Parasite Eve II,PS,1999,Role-Playing,SquareSoft,"$320,000","$220,000",$0,"$40,000","$580,000"
1317,Parodius,PS,1994,Shooter,Konami Digital Entertainment,$0,$0,"$310,000","$20,000","$330,000"
1318,Peak Performance,PS,1997,Racing,JVC,"$20,000","$10,000",$0,$0,"$30,000"
1319,Penny Racers,PS,1996,Racing,Sony Computer Entertainment,$0,$0,"$230,000","$20,000","$250,000"
1320,Perfect Weapon,PS,1996,Action,American Softworks,"$130,000","$90,000",$0,"$20,000","$230,000"
1321,Persona,PS,1995,Role-Playing,Atlus,$0,$0,"$420,000","$30,000","$450,000"
1322,Persona 2: Eternal Punishment,PS,2000,Role-Playing,Atlus,"$30,000","$20,000","$280,000","$20,000","$350,000"
1323,Pet in TV,PS,1997,Strategy,Sony Computer Entertainment,$0,$0,"$380,000","$30,000","$400,000"
1324,Peter Jacobsen's Golden Tee Golf,PS,2000,Sports,Infogrames,"$70,000","$50,000",$0,"$10,000","$120,000"
1325,Peter Pan in Disney's Return to Never Land,PS,2002,Platform,Sony Computer Entertainment,"$10,000","$10,000",$0,$0,"$20,000"
1326,Philosoma,PS,1995,Shooter,Sony Computer Entertainment,"$30,000","$20,000",$0,$0,"$50,000"
1327,Pipe Dreams 3D,PS,2001,Puzzle,Empire Interactive,"$80,000","$50,000",$0,"$10,000","$140,000"
1328,Pitball,PS,1996,Sports,Time Warner Interactive,"$10,000","$10,000",$0,$0,"$30,000"
1329,Pitfall 3D: Beyond the Jungle,PS,1998,Platform,Activision,"$180,000","$120,000",$0,"$20,000","$330,000"
1330,PoPoLoCrois Monogatari,PS,1996,Role-Playing,Sony Computer Entertainment,$0,$0,"$460,000","$30,000","$500,000"
1331,PoPoLoCrois Monogatari II,PS,2000,Role-Playing,Sony Computer Entertainment,$0,$0,"$200,000","$10,000","$210,000"
1332,Pocket Fighter,PS,1997,Fighting,Virgin Interactive,"$60,000","$40,000","$120,000","$10,000","$230,000"
1333,Point Blank,PS,1997,Shooter,Sony Computer Entertainment,"$50,000","$30,000","$230,000","$20,000","$340,000"
1334,Point Blank 2,PS,1998,Shooter,Namco Bandai Games,"$20,000","$20,000",$0,$0,"$40,000"
1335,Point Blank 3,PS,2000,Shooter,Namco Bandai Games,"$10,000","$10,000",$0,$0,"$20,000"
1336,Polaris SnoCross,PS,2000,Racing,Vatical Entertainment,"$90,000","$60,000",$0,"$10,000","$160,000"
1337,Pong: The Next Level,PS,1998,Puzzle,Hasbro Interactive,"$560,000","$380,000",$0,"$70,000","$1,010,000"
1338,Populous: The Beginning,PS,1998,Strategy,Electronic Arts,"$50,000","$40,000",$0,"$10,000","$90,000"
1339,Porsche Challenge,PS,1997,Racing,Sony Computer Entertainment,"$50,000","$30,000",$0,"$10,000","$90,000"
1340,Power Rangers: Time Force,PS,2001,Action,THQ,"$180,000","$120,000",$0,"$20,000","$320,000"
1341,Power Shovel,PS,2000,Action,JVC,"$30,000","$20,000",$0,$0,"$60,000"
1342,Power Spike Pro Beach Volleyball,PS,2000,Sports,Infogrames,"$30,000","$20,000",$0,$0,"$50,000"
1343,Power Stakes,PS,1997,Sports,Aques,$0,$0,"$150,000","$10,000","$160,000"
1344,PowerSlave,PS,1996,Shooter,BMG Interactive Entertainment,"$20,000","$10,000",$0,$0,"$30,000"
1345,Poy Poy,PS,1997,Action,Konami Digital Entertainment,"$10,000","$10,000",$0,$0,"$30,000"
1346,Primal Rage,PS,1994,Fighting,Time Warner Interactive,"$60,000","$40,000",$0,"$10,000","$110,000"
1347,Princess Maker: Yumemiru Yosei,PS,1997,Strategy,Sony Computer Entertainment,$0,$0,"$180,000","$10,000","$190,000"
1348,Pro Pinball,PS,1996,Misc,Empire Interactive,"$230,000","$150,000",$0,"$30,000","$410,000"
1349,Pro Pinball: Big Race USA,PS,1999,Simulation,Take-Two Interactive,"$370,000","$250,000",$0,"$40,000","$660,000"
1350,Project Overkill,PS,1996,Shooter,Konami Digital Entertainment,"$140,000","$90,000",$0,"$20,000","$250,000"
1351,Project V6,PS,1998,Strategy,General Entertainment,$0,$0,"$130,000","$10,000","$140,000"
1352,Project: Horned Owl,PS,1995,Shooter,Sony Computer Entertainment,"$30,000","$20,000","$50,000","$10,000","$110,000"
1353,Psychic Detective,PS,1995,Adventure,Electronic Arts,"$10,000",$0,$0,$0,"$10,000"
1354,Psychic Force,PS,1996,Fighting,Acclaim Entertainment,"$10,000","$10,000","$130,000","$10,000","$160,000"
1355,Puyo Puyo Sun Ketteiban,PS,1997,Puzzle,Compile,$0,$0,"$1,070,000","$70,000","$1,150,000"
1356,Puzzle Star Sweep,PS,1997,Puzzle,Midas Interactive Entertainment,"$10,000","$10,000",$0,$0,"$20,000"
1357,Q*bert,PS,1999,Puzzle,Atari,"$460,000","$320,000",$0,"$50,000","$840,000"
1358,Quake II,PS,1998,Shooter,Activision,"$230,000","$160,000",$0,"$30,000","$410,000"
1359,R-Type Delta,PS,1998,Shooter,Irem Software Engineering,"$10,000","$10,000",$0,$0,"$30,000"
1360,R-Types,PS,1998,Shooter,Virgin Interactive,"$40,000","$20,000",$0,$0,"$60,000"
1361,R/C Stunt Copter,PS,1998,Simulation,Interplay,"$40,000","$30,000",$0,"$10,000","$80,000"
1362,R4: Ridge Racer Type 4,PS,1998,Racing,Namco Bandai Games,"$680,000","$460,000","$790,000","$130,000","$2,060,000"
